#SHEET_NAME,忆-第十一回
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian
,,林翩翩花街,,,,,,,,默认308,,林翩翩/24_林翩翩_028,,[那些家丁们长得又凶又壮，他们就住在附近，若是这里有人闹事，他们很快便会拿着哨棒围过来。],[那些家丁們長得又兇又壯，他們就住在附近，若是這裡有人鬧事，他們很快便會拿著哨棒圍過來。],"""Those house servants were fierce and burly, living nearby. If trouble broke out, they’d quickly swarm the scene with their batons.""",「彼の家来たちは荒っぽい連中だし、この近くに住んでるの。誰かが揉め事を起こしたら、たちまち警棒を持って駆けつけてくるわ」,"""Эти рабочие живут рядом, они крепкие и суровые. Если начинаются какие-то проблемы, они быстро прибегают с палками."""
,,林翩翩花街,微笑,,,,,,,默认309,,林翩翩/24_林翩翩_029,,[不过，往往不用家丁来……事情不算大的时候，只要各家的婆婆都从店里钻出来，聚集起来，一起动动嘴皮子就够了。],[不過，往往不用家丁來……事情不算大的時候，只要各家的婆婆都從店裡鑽出來，聚集起來，一起動動嘴皮子就夠了。],"""But often, the house servants weren’t even needed... For minor incidents, the grannies from each shop would simply step out, gather, and wag their tongues.""",「でもほとんどの場合、そこまでにはならないわね……大ごとじゃなければ、おばば達が他の店からも集まってきて、ぎゃあぎゃあ騒いで終わるから」,"""Но чаще всего эти рабочие даже не нужны... Если проблема не очень большая, то достаточно, чтобы прибежали тётушки из каждого заведения, собрались и подняли шум."""
,,,,,,,,,,默认310,,,,林翩翩兴高采烈地同我分享着。,林翩翩興高采烈地同我分享著。,Lin Pianpian shared with me in high spirits.,翩翩が実に楽しそうに話してくれる。,Радостно рассказывала мне Линь Пяньпянь.
,,,,,,,,,,默认311,,,,她也是不拘束，说到开心之处，竟也似饮酒一般，喝了我留在桌盘里的第二盏茶。,她也是不拘束，說道開心之處，竟也似飲酒一般，喝了我留在桌盤裡的第二盞茶。,"She was also uninhibited, and when she spoke of the joyful moments, it was as if she were drinking wine, downing the second cup of tea I’d left on the table.",彼女も気ままに話しながら、酒を飲むように私が残しておいた卓の二杯目の茶をすすった。,"Раскованно болтая о том, о сём, она потягивала второй стакан чая, который я оставил на столе, словно это было вино."
,,林翩翩花街,开心,,,,,,,默认312,,林翩翩/24_林翩翩_030,,[比如说呀，就是前几日我刚来时发生过一件事——对面那家店的姑娘不愿与客人亲嘴，客人于是便扇她耳光，不停扇，姑娘便哭喊着求婆婆来救她。],[比如說呀，就是前幾日我剛來時發生過一件事——對面那家店的姑娘不願與客人親嘴，客人於是便扇她耳光，不停扇，姑娘便哭喊著求婆婆來救她。],"""For instance, just a few days after I arrived, something happened—the lady at the shop across the street refused to kiss a customer, so he slapped her over and over until she cried out for Granny to save her.""",「そういえば数日前、私が来たばかりの頃にこんなことがあったわ。向かいの店の娘が口づけしたくないって嫌がったら、お客さんに殴られたの。何度もね。で、娘が泣きながらおばばに助けを求めた」,"""Например, всего через пару дней после того, как я начала тут работать, девушка из заведения напротив отказалась целовать клиента, ну и он несколько раз её ударил, пока та не закричала, чтобы тётушка её спасла."""
,,林翩翩花街,微笑,,,,,,,默认313,,林翩翩/24_林翩翩_031,,[婆婆听到姑娘哭，立刻招呼好几家的婆婆都进了店，把客人赶了出来，一边赶还一边叉着腰、扯着嗓子围着客人骂。],[婆婆聽到姑娘哭，立刻招呼好幾家的婆婆都進了店，把客人趕了出來，一邊趕還一邊叉著腰、扯著嗓子圍著客人罵。],"""Hearing the lady’s cries, Granny immediately rallied several other grannies into the shop. They chased the customer out, hands on their hips, shouting insults as they surrounded him.""",「娘が泣いてるのを聞きつけると、おばばはすぐに他の店のおばば達を店に呼び寄せたわ。それで客の腰を引っ掴んで客を店から叩き出しながら、大勢で取り囲んで怒鳴りつけたのよ。」,"""Услышав крики девушки, тётушка сразу собрала других хозяек из соседних заведений. Сложив руки и выкрикивая оскорбления, они начали выгонять его."""
,,林翩翩花街,开心,,,,,,,默认314,,林翩翩/24_林翩翩_032,,[那客人没了颜面，也怕惹来家丁，骂了几句后，便灰溜溜地逃了……哈哈。],[那客人沒了顏面，也怕惹來家丁，罵了幾句後，便灰溜溜地逃了……哈哈。],"""That guest, having lost face and fearing the house servants, cursed a few times before slinking away in disgrace...haha.""",「お客さんは面目丸つぶれ。がたいのいい家来が来るのも怖くて、捨て台詞を吐いて無様に逃げていったわ……くすくす」,"""Клиент, совсем потеряв лицо, испугался, что придут рабочие, ну и, выкрикнув какие-то оскорбления, сбежал с позором... Ха-ха-ха."""
,,,,,,,,,,默认315,,,,林翩翩一边笑、一边饮茶、一边给我讲着。,林翩翩一邊笑、一邊飲茶、一邊給我講著。,"Lin Pianpian laughed, sipped her tea, and recounted the tale to me all at once.",笑いながら茶を飲み、そう話す翩翩。,"Линь Пяньпянь смеялась, попивала чай и травила мне всякие байки."
,,,,,,,,,,默认316,,,,她讲得绘声绘色，只是听她讲着，我便能想象到当时的情景。,她講的繪聲繪色，只是聽她講著，我便能想像到當時的情景。,"She narrated it so vividly that just by listening, I could vividly imagine the scene.",彼女の話し方はとても生き生きとしている。聞いているだけでその時の情景が思い浮かぶようだった。,"Она рассказывала так живо, что я мог ясно представить себе всё в голове, просто слушая её."
,,方知宥,,,,,,,,默认317,,,,[……],[……],"""...""",「……」,"""..."""
,Bgm,翩翩如此,,,,0.2,1,,,,,,,,,,,
,,,,,,,,,,默认318,,,,话说，她笑着饮茶的模样极其自然，颇有几分饮酒谈笑的感觉。,話說，她笑著飲茶的模樣極其自然，頗有幾分飲酒談笑的感覺。,"Honestly, the way she laughed while sipping tea seemed utterly natural, almost like she was toasting and bantering over wine.",それにしても、彼女が笑いながら茶を飲む様子はずいぶんと様になっている。酒を飲みながら談笑しているような趣があるな。,"К слову, образ того, как она со смехом пила чай, был невероятно естественным и чем-то напоминал весёлые беседы за вином."
,,,,,,,,,,默认319,,,,有这么一瞬间，我差点把她错看成了某位青楼的花魁。,有這麼一瞬間，我差點把她錯看成了某位青樓的花魁。,"For a fleeting moment, I nearly mistook her for a top courtesan from some pleasure house.",ふとすると、彼女が青楼の花魁ではないかと見まがうほどだ。,"На мгновение я почти принял её за элитную куртизанку из какого-нибудь ""зелёного терема""."
,,,,,,,,,,默认320,,,,当然。,當然。,Of course.,もちろん。,"Понятное дело, что..."
,,,,,,,,,,默认321,,,,我说的并非是雁儿姐。,我說的並非是雁兒姐。,I wasn't talking about <ruby=Swan Goose>Sister Yan</ruby>.,雁姉と見まがうわけではない。,Я говорил не о сестричке Лебёдушке.
,,,,,,,,,,默认322,,,,林翩翩若是青楼花魁的话，大概会是绮罗阁那边的。,林翩翩若是青樓花魁的話，大概會是綺羅閣那邊的。,"If Lin Pianpian were a pleasure house courtesan, she'd probably be from <ruby=绮罗>Qiluo</ruby> Pavilion.",林翩翩が青楼の花魁であるならば、どちらかといえば綺羅閣の方だろう。,"Если бы Линь Пяньпянь была куртизанкой в ""зелёном тереме"", скорее всего, она принадлежала бы ""Шёлковому павильону""."
,,,,,,,,,,默认323,,,,……,……,...,……,...
,,方知宥,,,,,,,,默认324,,方知宥/24_方知宥_53,,[挺好，这里的人都挺护着姑娘，比柳巷没人护着强。],[挺好，這裡的人都挺護著姑娘，比柳巷沒人護著強。],"""It's good here—people really look out for the young ladies, unlike Willow Lane, where nobody protects them.""",「よかった。ここの人たちはみんな娘を守ってくれるんだな。柳巷のように誰も守ってくれないより、うんといい」,"""Здесь хорошо. За девушками приглядывают, в то время как на 'Ивовом переулке' всем на них плевать."""
,,林翩翩花街,微笑,,,,,,,默认325,,林翩翩/24_林翩翩_033,,[是啊！这里给了我一种“家”的感觉……嘿嘿，不过我也说不上“家”到底是什么感觉吧，毕竟我从来没有过“家”……爹娘并不疼我。],[是啊！這裡給了我一種“家”的感覺……嘿嘿，不過我也說不上“家”到底是什麼感覺吧，畢竟我從來沒有過“家”……爹娘並不疼我。],"""Yeah! This place gives me a sense of ""home""... heh, though I can't really say what ""home"" feels like, since I've never had one... My parents never cared for me.""",「そうよ！『家族』ができたような感じ……ふふっ。ま、『家族』がどんなものなのかよく分からないけど。あたしに『家族』がいたことはないし……父さんも母さんも愛してくれなかったから」,"""Да! Здесь я чувствую себя как 'дома'... хи-хи, хотя, я не могу точно сказать, что такое 'дом', ведь у меня его никогда не было... Родителям было плевать на меня."""
,,林翩翩花街,,,,,,,,默认326,,林翩翩/24_林翩翩_034,,[总之……虽然大家都很贪财，但若是真遇到了事，大家都还是会互相帮衬。],[總之……雖然大家都很貪財，但若是真遇到了事，大家都還是會互相幫襯。],"""Anyway... even though everyone here is money-minded, when trouble comes, they still help each other out.""",「とにかく……みんなお金にはうるさいけど、本当に困ったことがあったら、お互い助け合うようになってるわ」,"""В любом случае... хоть тут все только и думают о деньгах, но когда что-то случается, они всё равно помогают друг другу."""
,,方知宥,,,,,,,,默认327,,方知宥/24_方知宥_54,,[真好，确实是比柳巷强多了，看来你上回所说的好事，就是指这事？],[真好，確實是比柳巷強多了，看來你上回所說的好事，就是指這事？],"""Wonderful, this is indeed much better than Willow Lane. So the good thing you mentioned last time refers to this?""",「よかった。それなら柳巷よりも心強いな。この間君が話そうとしていた『嬉しいこと』とは、このことかい？」,"""Точно, тут и правда лучше, чем на 'Ивовом переулке'. Это ты об этом радостном известии хотела поведать мне в тот раз?"""
,,林翩翩花街,开心,,,,,,,默认328,,林翩翩/24_林翩翩_035,,[对！正是此事，我终于可以到花街来做活了……而且婆婆跟我说啦，我姿色不差，只要踏踏实实干满三年，为店里赚了足够多的银钱，他们便推荐我去青楼。],[對！正是此事，我終於可以到花街來做活了……而且婆婆跟我說啦，我姿色不差，只要踏踏實實幹滿三年，為店裡賺了足夠多的銀錢，他們便推薦我去青樓。],"""Yes! Exactly this. I can finally work on Flower Street... And Granny told me I’m not bad-looking. If I work diligently for three full years and earn enough silver for the shop, they’ll recommend me to the pleasure house.""",「そうそう！やっと花街で働けるようになったの……それにね、あたしは見た目がいいから、真面目に三年働いて十分なお金を稼いでくれば、青楼に紹介してくれるっておばばが言ってくれたの」,"""Да! Об этом. Я наконец-то могу работать на 'Цветочной улице'... да и тётушка говорит, что я хорошо выгляжу. Если я буду усердно работать три года и заработаю достаточно серебра для заведения, то за меня поручатся в 'зелёном тереме'."""
,,林翩翩花街,为难,,,,,,,默认329,,林翩翩/24_林翩翩_036,,[我这样不干净的，估摸着也当不了什么头牌花魁……大概只能做个陪睡的丫鬟，但若是趁年轻多努力几年，或许有一日我也能成为哪家青楼的红倌人。],[我這樣不乾淨的，大概也當不了什麼頭牌花魁……大概只能做個陪睡的丫鬟，但若是趁年輕多努力幾年，或許有一日我也能成為哪家青樓的紅倌人。],"""Someone as tainted as me probably can’t become a top courtesan... At best, I might be a bedmaid. But if I work hard while I’m young, maybe one day I can become a red courtesan in some pleasure house.""",「こんな汚れた身の上じゃ、一番娘の花魁にはなれないだろうけど……せいぜい寝所のお供の侍女くらいかな。でも若いうちに頑張れば、いつか青楼の<ruby=こうかん>紅倌</ruby>にはなれるかも」,"""Я слишком 'грязная', так что 'девушкой первого ранга' мне не стать. В лучшем случае стану служанкой. Но если я буду усердно работать, пока молода, может быть, однажды стану 'багровой' куртизанкой в каком-нибудь 'зелёном тереме'."""
,,林翩翩花街,,,,,,,,默认330,,林翩翩/24_林翩翩_037,,[听刘婆子说，无论是清倌人还是红倌人，实际都过得似名门闺秀一般。],[聽劉婆子說，無論是清倌人還是紅倌人，實際都過得似名門閨秀一般。],"""According to Granny Liu, whether Pure Courtesans or Red Courtesans, they actually live like noble ladies.""",「<ruby=せいかん>清倌</ruby>にしろ紅倌にしろ、いい暮らしができるって劉ばあが言ってたわ」,"""Как говорила тётушка Лю, что 'чистые', что 'багровые' куртизанки живут как барышни из знатных семей."""
,,林翩翩花街,,,,,,,,默认331,,林翩翩/24_林翩翩_038,,[倌人小姐不必再被客人挑选，而是能自己选客人……她们每日都会与客人宴饮，若是当日没见着中意的客人，便可以自己回房独寝。],[倌人小姐不必再被客人挑選，而是能自己選客人……她們每日都會與客人宴飲，若是當日沒見到中意的客人，便可以自己回房獨寢。],"""Courtesan ladies no longer have to be chosen by clients but can select their own... They dine and drink with guests daily, and if none appeal to them that day, they may retire alone to their chambers.""",「しかも花魁はお客さんに選ばれる側じゃなくて、選ぶ側なんだって……毎日お客さんと宴会をして、その日に気に入ったお客さんがいなければ、一人で寝てもいいの」,"""Их больше не выбирают клиенты - теперь они выбирают клиентов. Каждый день они едят и пьют с ними, а если никто не понравился в тот день, остаются у себя в покоях."""
,,林翩翩花街,无奈,,,,,,,默认332,,林翩翩/24_林翩翩_039,,[只可惜我没读过多少书，若是与客人谈论诗文未免有些献丑……哦！还好！我听说也可以和客人玩投壶或射覆，这些听着便简单，学学便会了！],[只可惜我沒讀過多少書，若是與客人談論詩文未免有些獻醜……哦！還好！我聽說也可以和客人玩投壺或射覆，這些聽著便簡單，學學便會了！],"""It's a pity I haven't read much—discussing poetry with guests would only expose my shortcomings... Oh! Thank goodness! I've heard one can also play arrow pitch or guessing games with guests—these sound simple enough to pick up quickly!""",「でもあたしはあまり教養がないから、詩とか難しい話はちょっとついていけないかも……あっ！でもでも！投壺とか<ruby=せきふ>射覆</ruby>遊びもできるらしいわ。そっちなら簡単そうだし、ちょっと勉強すれば覚えられそう！」,"""Жаль, что я мало книг читала - если клиент захочет обсудить со мной литературу, то я наверняка опозорюсь... А, но зато! Слышала, что с клиентами можно играть в различные игры - их вот легко освоить."""
,,林翩翩花街,害羞,,,,,,,默认333,,林翩翩/24_林翩翩_040,,[唉，越说越向往这样的生活……若是何时能转到青楼去做倌人，我这辈子也算没白活了。],[唉，越說越嚮往這樣的生活……若是何時能轉到青樓去做倌人，我這輩子也算沒白活了。],"""Ah, the more I speak of it, the more I yearn for such a life... If I could someday become a courtesan at the pleasure house, my existence wouldn't have been in vain.""",「はあ、話すほどそんな生活への憧れが強くなっていくわ……いつか青楼の花魁になれれば、人生無駄じゃなかったって思えるのに」,"""Эх, чем больше говорю, тем больше так хочу жить... Если когда-нибудь стану куртизанкой в 'зелёном тереме' - значит, я прожила жизнь не зря."""
,,方知宥,,,,,,,,默认334,,,,[……],[……],"""...""",「……」,"""..."""
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认335,,,,我静静听她讲述她所畅想的将来。,我靜靜聽她講述她所暢想的將來。,I quietly listened as she described the future she envisioned.,私は静かに、彼女の思い描く未来に聞き入った。,"Я тихо слушал, как она описывает будущее, о котором мечтает."
,,,,,,,,,,默认336,,,,她的脸庞在灯光的氤氲下显得微红。,她的臉龐在燈光的氤氳下顯得微紅。,Her face looked slightly flushed in the hazy lamplight.,彼女の顔が、おぼろげな灯りに照らされ、仄かに赤く映る。,Её лицо слегка покраснело в тусклом свете фонаря.
,,,,,,,,,,默认337,,,,她的双眸晶亮，仿佛闪烁着光芒。,她的雙眸晶亮，彷彿閃爍著光芒。,"Her eyes sparkled, shimmering with light.",その目は星の瞬きのようにきらきらと輝いていた。,В её сверкающих глазах мерцал свет.
,,,,,,,,,,默认338,,,,我本想在她说自己不干净时，劝慰般地反驳一句，但又觉得这样有些虚伪，于是便一句话没说，只是微笑着听她讲。,我本想在她說自己不乾淨時，勸慰般地反駁一句，但又覺得這樣有些虛偽，於是便一句話沒說，只是微笑著聽她講。,"I wanted to offer a comforting rebuttal when she called herself impure, but it felt hypocritical, so I stayed silent, just smiling as I listened.",彼女が自分のことを汚れていると言った時、慰めるために反論しようと思ったが、なんとなくそれが偽善のように感じた。だからあえて何も言わず、ただ微笑んで彼女の話すままにさせた。,"Я хотел возразить, когда она назвала себя ""грязной"", но это показалось бы лицемерием, поэтому я просто промолчал, продолжая слушать её."
,,,,,,,,,,默认339,,,,但是，此时此刻，在我的心里，我还是有些感慨。,但是，此時此刻，在我的心裡，我還是有些感慨。,"But at this moment, I still felt a pang of emotion.",しかし心の中で、どこか思う所があった。,В этот момент я кое что понял.
,,,,,,,,,,默认340,,,,人与人之间，还真是天差地别。,人與人之間，還真是天差地別。,People truly are worlds apart.,人と人との間は、天地ほどの開きがあるのだと。,Люди живут в разных мирах.
,,,,,,,,,,默认341,,,,雁儿姐想要逃出去的地方，竟同样是林翩翩梦寐以求的地方。,雁兒姐想要逃出去的地方，竟同樣是林翩翩夢寐以求的地方。,The place <ruby=Swan Goose>Sister Yan</ruby> longed to escape was the very one Lin Pianpian dreamed of reaching.,雁姉が逃げ出そうとしている場所は、奇しくも林翩翩が夢にまで見る場所なのだ。,"Сестричка Лебёдушка хотела сбежать оттуда, куда Линь Пяньпянь мечтала попасть."
,,,,,,,,,,默认342,,,,……,……,...,……,...
,,,,,,,,,,默认343,,,,不过，我也是发自内心地为林翩翩而开心。,不過，我也是發自內心地為林翩翩而開心。,"Still, I was genuinely happy for Lin Pianpian from the bottom of my heart.",しかし翩翩のことは心から喜んでいる。,Всё же я был искренне рад за Линь Пяньпянь.
,,,,,,,,,,默认344,,,,人不可比他人，但可以比自己。,人不可比他人，但可以比自己。,"One should not compare oneself to others, but to who they once were.",人は他人と比べるべきではない。だが自分と比べることはできる。,"Не стоит сравнивать себя с другими - нужно сравнивать себя с тем, кем ты был в прошлом."
,,,,,,,,,,默认345,,,,她与我第一次见她时相比，已有了天大的变化。,她與我第一次見她時相比，已有了天大的變化。,She had changed tremendously since the first time I saw her.,初めて会った時に比べ、今の彼女は大きく変わっていた。,Она очень изменилась со времён нашей первой встречи.
,,,,,,,,,,默认346,,,,她的眼里不再是浓重的疲惫、绝望。,她的眼裡不再是濃重的疲憊、絕望。,The heavy exhaustion and despair were gone from her eyes.,彼女の目にはもう、あの重々しい疲労感も、絶望もない。,Её глаза больше не были усталыми и полными отчаяния.
,,,,,,,,,,默认347,,,,现在的她，眼里是对未来的憧憬和希望。,現在的她，眼裡是對未來的憧憬和希望。,"Now, her eyes shone with hope and anticipation for the future.",今の彼女の目に映っているものは、未来への憧れと希望だ。,Теперь её глаза сияли надеждой и предвкушением будущего.
,,,,,,,,,,默认348,,,,她不再像是街边乞食的狸奴。,她不再像是街邊乞食的狸奴。,She no longer looked like a stray cat scavenging the streets.,もうあの頃の町の片隅で食い物を漁る野良猫ではない。,"Она больше не выглядела как бездомная кошка, скитающаяся по улицам."
,,,,,,,,,,默认349,,,,现在的她，像是一个活生生的人了。,現在的她，像是一個活生生的人了。,"Now, she felt like a living, breathing person.",今の彼女は、一人の立派な人間だ。,Теперь она выглядела человеком.
,,,,,,,,,,默认350,,,,她在逐渐向着更好的方向走，虽然依然步履艰辛，却开始怀抱希望。,她在逐漸向著更好的方向走，雖然依然步履艱辛，卻開始懷抱希望。,"She was slowly moving toward a better path—still struggling, but now embracing hope.",徐々に良い方向へと歩み始めている。その道はまだでこぼこかもしれないが、それでも希望を持ち始めている。,"Она медленно шла к своему лучшему будущему - пусть каждый шаг всё ещё давался с трудом, но у неё появлялось всё больше надежды."
,,,,,,,,,,默认351,,,,真好。,真好。,Damn good.,いいことだ。,Как это славно.
,,,,,,,,,,默认352,,,,……,……,...,……,...
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,林翩翩花街,微笑,,,,,,,默认353,,林翩翩/24_林翩翩_041,,[对了，说到倌人，知宥与那位花魁娘子近日如何？],[對了，說到倌人，知宥與那位花魁娘子近日如何？],"""By the way, speaking of courtesans, how have Zhiyou and that famous courtesan been lately?""",「そうだ、花魁といえば！知宥と例の花魁は最近どうなの？」,"""Раз речь зашла о куртизанках... Чжию, как у тебя дела с той известной куртизанкой?"""
,,,,,,,,,,默认354,,,,正当若有所思地想了许多事时，林翩翩突然提起了雁儿姐。,正當若有所思地想了許多事時，林翩翩突然提起了雁兒姐。,"Just as he was lost in thought, Lin Pianpian suddenly mentioned <ruby=Swan Goose>Sister Yan</ruby>.",あれやこれやと思いを馳せていると、翩翩が不意に雁姉の名前を出した。,"Пока я думал, Линь Пяньпянь вдруг спросила про сестричку Лебёдушку."
,,方知宥,,,,,,,,默认355,,方知宥/24_方知宥_55,,[与她……还好吧，我仍然如往常那样，每过十日，便会去找她一次，如今找了十余次了。],[與她……還好吧，我仍然如往常那樣，每過十日，便會去找她一次，如今找了十餘次了。],"""With her... it's still fine. I visit her once every ten days as usual. I've been about a dozen times now.""",「まあ……ぼちぼちだな。相変わらず十日おきくらいで会ってるよ。もう十数回ほどになるな」,"""С ней... всё хорошо. Я хожу к ней каждые десять дней. Уже десять раз был."""
,,林翩翩花街,惊讶,,,,,,,默认356,,林翩翩/24_林翩翩_042,,[十余次！那得花不少银两吧？你们通常都会做些什么？],[十餘次！那得花不少銀兩吧？你們通常都會做些什麼？],"""A dozen times! That must cost quite a few silver taels, right? What do you usually do together?""",「十数回！かなりお金使ったんじゃない？いつも何してるの？」,"""Десять раз! Наверное, столько денег потратил! Что вы обычно делаете?"""
,,方知宥,,,,,,,,默认357,,方知宥/24_方知宥_56,,[品评诗文，探讨音律，偶尔也会聊聊一些历史，或是聊聊这些年我们所经历的事。],[品評詩文，探討音律，偶爾也會聊聊一些歷史，或是聊聊這些年我們所經歷的事。],"""We critique poetry, discuss music, sometimes talk about history, or share stories about our experiences over the years.""",「詩の品評をしたり、音楽について語らったり……時々歴史についてや、昔話に花を咲かせたりもしている」,"""Мы обсуждаем поэзию, музыку, иногда говорим об истории или делимся историями из нашей жизни."""
,,林翩翩花街,为难,,,,,,,默认358,,林翩翩/24_林翩翩_043,,[和她相处的还好吗？可有什么烦恼？],[和她相處的還好嗎？可有什麼煩惱？],"""Do you get along well with her? Do you have any troubles?""",「うまくやれてる？何か悩みはない？」,"""У тебя с ней всё хорошо? Проблем нет?"""
,,方知宥,,,,,,,,默认359,,方知宥/24_方知宥_57,,[没有吧……],[沒有吧……],"""Not really...""",「特にないかな……」,"""Да нет..."""
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认360,,,,林翩翩问着我，我想当然便给出了“没有”的答案。,林翩翩問著我，我想當然便給出了“沒有”的答案。,"Lin Pianpian asked me, and I instinctively answered ""no"".",彼女に訊かれるものの、当たり前のように「ない」と答えた。,В ответ на вопрос Линь Пяньпянь я естественным образом ответил отрицательно.
,,,,,,,,,,默认361,,,,因为我确实和雁儿姐相处得挺好，两人从未有过矛盾。,因為我確實和雁兒姐相處地挺好，兩人從未有過矛盾。,Because I truly got along well with <ruby=Swan Goose>Sister Yan</ruby>—we never had any conflicts.,雁姉とはうまくやれているし、これまで揉めたこともない。,Потому что у нас и правда было всё хорошо.
,,,,,,,,,,默认362,,,,她是我理想中的知己，多数事都与我心意相合，少数事则能给我提供另一种不同的视角。,她是我理想中的知己，多數事都與我心意相合，少數事則能給我提供另一種不同的視角。,"She was my ideal confidante, agreeing with me on most matters and offering different perspectives on the few exceptions.",彼女とは最も理想の関係だ。ほとんどの点において意見が一致するし、時折私に新たな視点を与えてくれる。,"Она была моей идеальной избранницей - во многом соглашалась со мной, но в чём-то предлагала свои собственные точки зрения."
,,,,,,,,,,默认363,,,,至于烦恼……,至於煩惱……,As for troubles...,悩みと言えば……,Но проблемы были:
,,,,,,,,,,默认364,,,,那自然指的是为雁儿姐赎身，以及雁儿姐说的“逃跑计划”。,那自然指的是為雁兒姐贖身，以及雁兒姐說得“逃跑計劃”。,"Those naturally referred to redeeming <ruby=Swan Goose>Sister Yan</ruby> and her so-called ""escape plan"".",雁姉の身請けや、彼女の話していた「逃亡計画」についてくらいだ。,"Выкуп за неё - и тот ""план побега""."
,,,,,,,,,,默认365,,,,这些事需要绝对保密才能万无一失，暂时还不能告诉林翩翩。,這些事需要絕對保密才能萬無一失，暫時還不能告訴林翩翩。,"These matters required absolute secrecy to ensure success, so I couldn't tell Lin Pianpian yet.",この件は万全を期すため、秘密にしておかなければならない。翩翩であろうと今は話せない。,"Чтобы у нас всё получилось, я должен был держать всё в секрете - рассказывать Линь Пяньпянь мне было нельзя."
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,方知宥,,,,,,,,默认366,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认367,,,,不过想了想，好像只要避开“逃跑计划”，其他事倒是可以与林翩翩聊聊，听听她的看法。,不過想了想，好像只要避開“逃跑計劃”，其他事倒是可以與林翩翩聊聊，聽聽她的看法。,"But after some thought, it seemed that as long as I avoided the ""escape plan"", I could chat with Lin Pianpian about other things and hear her thoughts.",だが「逃亡計画」さえ避ければ、他のことは翩翩と話して彼女なりの意見を聞いてもいいかもしれない。,"С другой стороны, если не затрагивать тему побега, то я могу поговорить с ней о другой проблеме, чтобы услышать её мнение."
,,方知宥,,,,,,,,默认368,,方知宥/24_方知宥_58,,[和她相处起来，从未有过不愉快，不过要说烦恼的话……倒是确实有一事，令我有些烦闷。],[和她相處起來，從未有過不愉快，不過要說煩惱的話……倒是確實有一事，令我有些煩悶。],"""Getting along with her has never been unpleasant, but if I had to name a worry... there is indeed one thing that's been troubling me.""",「彼女と過ごす中で不愉快な気分になったことは一度もない。ただ、悩みと言えば……一つだけ気がかりなことがあるな」,"""У меня с ней всегда всё было хорошо. Но если говорить о проблемах... есть одна, что меня беспокоит."""
,,林翩翩花街,微笑,,,,,,,默认369,,林翩翩/24_林翩翩_044,,[什么事？],[什麼事？],"""What is it?""",「何？」,"""Что такое?"""
,,,,,,,,,,默认370,,,,林翩翩因好奇而身体前倾，面色则是一严。,林翩翩因好奇而身體前傾，臉色則是一嚴。,"Lin Pianpian leaned forward curiously, her expression turning serious.",翩翩が興味津々で前のめりになり、真剣な表情になる。,С серьёзным лицом наклонилась она ко мне.
,,方知宥,,,,,,,,默认371,,方知宥/24_方知宥_59,,[最近，我从老鸨那里打听到了她的赎身之价，那些银两挺多的……我出不起。],[最近，我從老鴇那裡打聽到了她的贖身之價，那些銀兩挺多的……我出不起。],"""Recently, I learned from the madam the price for her freedom—it's a hefty sum of silver taels... more than I can afford.""",「彼女の身請け代を女将に聞いたんだが、あまりにも高くて……とても払えない額だった」,"""Недавно я узнал у хозяйки, во сколько обойдётся её выкуп... это неподъёмная для меня сумма."""
,,,,,,,,,,默认372,,,,我叹了一口气，无奈一笑。,我嘆了一口氣，無奈一笑。,I sighed and offered a helpless smile.,はあ、と溜息をつくと、やるせなく笑う。,"Вздохнув, я сухо улыбнулся."
,,林翩翩花街,为难,,,,,,,默认373,,林翩翩/24_林翩翩_045,,[咦？知宥都在东城住，怎么还会出不起？],[咦？知宥都在東城住，怎麼還會出不起？],"""Eh? Zhiyou lives in the East District—how could you not afford it?""",「え？知宥って東城区に住んでるんでしょ？なのに払えないの？」,"""А? Чжию, ты же живёшь в Восточном квартале, как она может быть неподъёмной для тебя?"""
,,方知宥,,,,,,,,默认374,,方知宥/24_方知宥_60,,[哈哈……别太看得起在东城住的人，真要算的话，我可能是那附近最穷的了。],[哈哈……別太看得起在東城住的人，真要算的話，我可能是那附近最窮的了。],"""Haha...don’t overestimate people living in the East District. To be honest, I’m probably the poorest one around there.""",「ははは……東城区住みを買いかぶりすぎだ。真面目な話、私はあの界隈で一番貧乏かもしれない」,"""Ха-ха... не переоценивай людей, живущих в Восточном квартале. Я, наверное, самый бедный там."""
