#SHEET_NAME,忆-第七回
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian
,,,,,,,,,,默认173,,,,我对刘婆子答道。,我對劉婆子答道。,I replied to Old Woman Liu.,私はそう答える。,Ответил я старухе Лю.
,,,,,,,,,,默认174,,,,同时，我在心中也明白。,同時，我在心中也明白。,"At the same time, I understood in my heart.",心の内でもわかっている。,В то же время про себя я понимал.
,,,,,,,,,,默认175,,,,这“留宿”，并非是昨夜我和林翩翩这般清白的“留宿”，应当是少不了一些《金瓶梅》中所描绘的那些男女之事。,這“留宿”，並非是昨夜我和林翩翩這般清白的“留宿”，應當是少不了一些《金瓶梅》中所描繪的那些男女之事。,"This— ""Staying overnight"" wasn't as innocent as what happened between me and Lin Pianpian last night. ""Staying overnight"" —it surely involved the kind of carnal affairs depicted in ""The Plum in the Golden Vase"".",「泊める」というのが、昨晩の翩翩とのような健全な「泊める」ではなく、『金瓶梅』に描かれていたような男女の営みが大いに関することであると。,"Они ""остаются на ночь"" совсем не так, как Линь Пяньпянь оставалась у меня вчера. ""Оставаться на ночь"" в данном случае явно включало в себя ""дела мужчины и женщины"", подобные тем, что были описаны в ""Цветах сливы в золотой вазе""."
,,刘婆子忆,谄媚,,,,,,,默认176,,刘婆子/15_刘婆子_33,,[嗯，公子所言不差，然而其中深意，远不止此。],[嗯，公子所言不差，然而其中深意，遠不止此。],"""Hmm, you speak true, yet the deeper meaning extends far beyond this.""",「そうそう。でもそこには、もっと深い意味があるのさ」,"""Хм-м, в целом правильно, но есть тонкости."""
,,方知宥,,,,,,,,默认177,,方知宥/15_方知宥_19,,[究竟是何深意？],[究竟是何深意？],"""What, precisely, is this deeper meaning?""",「深い意味とは、一体？」,"""Какие же именно тонкости?"""
,,,,,,,,,,默认178,,,,我急于知晓答案，对刘婆子的兜圈子略感不耐。,我急於知曉答案，對劉婆子的兜圈子略感不耐。,"Eager for answers, I grew slightly impatient with Old Woman Liu's circuitous words.",答えを知りたくてたまらない私は、劉ばあのもったいぶった言い方に少し苛立ちを感じた。,"Стремился я поскорее узнать ответ, слегка подустав от окольных речей старухи Лю."
,,刘婆子忆,笑,,,,,,,默认179,,刘婆子/15_刘婆子_34,,[翩翩，老身讲了这许多，口干舌燥。你应是懂的，不如由你来说与公子听？],[翩翩，老身講了這許多，口乾舌燥。你應是懂的，不如由你來說與公子聽？],"""Pianpian, this old one has spoken until my throat is dry. Surely you understand—why not explain it to the Young Master yourself?""",「翩翩や、あたしゃ喋りすぎて喉が乾いてしまったよ。あんたの口から旦那さんに教えてあげたらどうだい？」,"""Пяньпянь, у старой от стольких разговоров уже горло першить начало. Ты сама в этом тоже смыслишь - может, ты и объяснишь юному вельможе?"""
,,,,,,,,,,默认180,,,,刘婆子笑了笑，望向一旁静坐饮茶的林翩翩。,劉婆子笑了笑，望向一旁靜坐飲茶的林翩翩。,"Old Woman Liu smiled, her gaze shifting to Lin Pianpian, who sat quietly sipping tea.",劉ばあは笑って、隣で静かに茶を飲んでいた翩翩の方を見た。,"Улыбнувшись, старуха Лю повернулась к Линь Пяньпянь, тихо пьющей чай."
,,林翩翩忆,微笑,,,,,,,默认181,,林翩翩/15_林翩翩_012,,[嗯，好，我接着来讲吧。],[嗯，好，我接著來講吧。],"""Very well, I shall continue.""",「うん、わかった。じゃ、あたしから話すわ」,"""Ага, хорошо, теперь расскажу я."""
,,,,,,,,,,默认182,,,,林翩翩点了点头，放下了茶杯。,林翩翩點了點頭，放下了茶杯。,Lin Pianpian nodded and set her teacup aside.,翩翩が頷き、茶杯を置く。,"Отставив чашку с чаем, улыбнулась та."
,,,,,,,,,,默认183,,,,她清了清嗓子，然后便开始讲述了——,她輕了輕嗓子，然後便開始講述了——,She cleared her throat softly before beginning——,そして軽く咳ばらいをすると、つらつらと話し始めた――,"Прочистив горло, она приступила:"
,,林翩翩忆,钦佩,,,,,,,默认184,,林翩翩/15_林翩翩_013,,[咳嗯！……男子心思，我自是知晓几分……他们来青楼，无非为两件事，一者类似花街柳巷，为得是一夕之欢，二者则复杂些，慕才、慕色、慕艺，乃至求一份虚情。],[咳嗯！……男子心思，我自是知曉幾分……他們來青樓，無非為兩件事，一者類似花街柳巷，為得是一夕之歡，二者則複雜些，慕才、慕色、慕藝，乃至求一份虛情。],"""Ahem!... I understand a thing or two about men's minds... They come to pleasure houses for two things: some seek fleeting pleasure in the pleasure quarters, while others chase more complex desires—admiration for talent, beauty, artistry, or even hollow affection.""",「こほん！……男心なら多少は心得てるけど……青楼に来る理由はたいてい二つ。一つ目は花街や柳巷で一晩限りの快楽を求めるため。二つ目は少し複雑で、芸なり色なり才なりだったり、うわべの情を求めるため」,"""Кхем-кхем! Я кое-что знаю о том, как думают мужчины... Они идут в 'зелёные терема' ради двух целей: либо ради мимолётного развлечения, как на 'Цветочной улице' или 'Ивовом переулке', либо же ради чего-то более сложного и высокого: восхищения талантом, красотой, искусством, или даже ради некой игры в любовь."""
,,林翩翩忆,微笑,,,,,,,默认185,,林翩翩/15_林翩翩_014,,[去绮罗阁寻红倌人的，多是为了前者；往泠音阁访清倌人的，则大多是为了后者。],[去綺羅閣尋紅倌人的，多是為了前者；往泠音閣訪清倌人的，則大多是為了後者。],"""Those visiting Qiluo Pavilion for Red Courtesans usually want the former; those calling at <ruby=泠音>Lingyin</ruby> Pavilion for Pure Courtesans mostly seek the latter.""",「綺羅閣の紅倌へ行く男はたいてい前者。泠音閣へ行く男のほとんどは後者」,"""Ради первого идут в 'Шёлковый павильон' к красной куртизанке, а ради второго идут в 'Мелодичный павильон' к чистой."""
,,林翩翩忆,,,,,,,,默认186,,林翩翩/15_林翩翩_015,,[前者来得快，去得也疾，很多男人会奔着想睡觉的心思讨好花魁，可若是睡过了，或许就不再那么惦记了……],[前者來得快，去得也疾，很多男人會奔著想睡覺的心思討好花魁，可若是睡過了，或許就不再那麼惦記了……],"""The first type burns fast and fades quicker—many men flatter the Courtesan with bedtime intentions, but once satisfied, their obsession often wanes...""",「前者は来るのも早いけど去るのも早いわ。だいたいの男は花魁と寝たいから愛想よくするけど、一回寝ちゃえば熱は冷めていっちゃう……」,"""В первом случае всё быстро приходит и так же быстро уходит. Они льстят девушкам, чтобы провести с ними ночь, но, удовлетворив желание, часто теряют интерес..."""
,,林翩翩忆,羡慕,,,,,,,默认187,,林翩翩/15_林翩翩_016,,[然而，去泠音阁的那些男人，从来都睡不到那些清倌人的花魁……那可不得更沉溺，互相之间、竞争也更激烈……],[然而，去泠音閣的那些男人，從來都睡不到那清倌人的花魁……那可不得更沉溺，互相之間、競爭也更激烈……],"""Yet the men who visit <ruby=泠音>Lingyin</ruby> Pavilion can never bed its Courtesan—the untouched Pure Courtesan... That only fuels their obsession, sharpening the competition between them...""",「でも泠音閣に行く男は、一度も清倌の花魁と寝ることはできない……だからますます溺れていくし、駆け引きも激しいものになるわ……」,"""А вот тем, кто идёт в 'Мелодичный павильон', уже не удастся с той 'чистой' куртизанкой провести ночь... Это усиливает их привязанность, и между собой у них соперничество куда посерьёзнее..."""
,,林翩翩忆,,,,,,,,默认188,,林翩翩/15_林翩翩_017,,[出入一等青楼的人非富即贵，爱惜名声，绮罗阁的红倌人他们是不屑娶进门的。],[出入一等青樓的人非富即貴，愛惜名聲，綺羅閣的紅倌人他們是不屑娶進門的。],"""Those who frequent first-class pleasure houses are either wealthy or noble, guarding their reputations; they'd never deign to wed a Red Courtesan from Qiluo House.""",「一等の青楼に行けるような人は、お金に関わらずみんな金持ちか偉い人で名声を重んずるの。だから綺羅閣の紅倌を妻に迎えることは絶対にない」,"""Те, кто посещает первоклассные 'зелёные терема', либо зажиточны, либо знать, они дорожат своей репутацией, так что никогда не опустятся до женитьбы на 'красной' куртизанке из 'Шёлкового павильона'."""
,,林翩翩忆,钦佩,,,,,,,默认189,,林翩翩/15_林翩翩_018,,[而那泠音阁的清倌人苏怜烟，这扬州城内，盼着娶她为妻的大人物可不在少数……],[而那泠音閣的清倌人蘇憐煙，這揚州城內，盼著娶她為妻的大人物可不在少數……],"""But as for Su Lianyan, the Pure Courtesan of <ruby=泠音>Lingyin</ruby> Pavilion, many powerful figures in Yangzhou City vie to make her their wife...""",「そして泠音閣の清倌である蘇憐煙……この揚州で彼女を娶ろうとする大物はごまんといるわ……」,"""А вот что касается Су Ляньянь, 'чистой' куртизанки из 'Мелодичного павильона' - в Янчжоу найдётся весьма немало влиятельных людей, что жаждали бы взять её в жёны."""
,,林翩翩忆,微笑,,,,,,,默认190,,林翩翩/15_林翩翩_019,,[如今早非王朝初年，只要家风不算太严，娶位清白身子的清倌人回去，算不得辱没门楣。],[如今早非王朝初年，只要家風不算太嚴，娶位清白身子的清倌人回去，算不得辱沒門楣。],"""These are no longer the dynasty's early years—so long as a family's morals aren't too rigid, wedding a chaste Pure Courtesan brings no disgrace to their name.""",「今は王朝ができた時とは違うから、そんなに家風が厳しくなければ、清らかな身分である清倌を娶っても、家の恥にはならないの」,"""Много времени прошло с первых лет основания династии - сейчас, если в семье не царят совсем уж строгие нравы, женитьба на целомудренной 'чистой' куртизанке вовсе не будет считаться чем-то позорным."""
,,方知宥,,,,,,,,默认191,,,,[……],[……],"""...""",「……」,"""..."""
,,林翩翩忆,微笑,,,,,,,默认192,,林翩翩/15_林翩翩_020,,[知宥，婆婆之意，大约是说你年岁尚轻，阅历未深……若是一时喜欢红倌人，也好轻易抽身；可若是爱上了清倌人，那便是掉进销金窟啦。],[知宥，婆婆之意，大約是說你年歲尚輕，閱歷未深……若是一時喜歡紅倌人，也好輕易抽身；可若是愛上了清倌人，那便是掉進銷金窟啦。],"""Zhiyou, the old woman’s point is that you’re still young and lack experience... Fancying a Red Courtesan is easy to walk away from—but love a Pure Courtesan, and you’ll plunge into a bottomless money pit.""",「知宥……劉ばあが言いたいのはたぶん、まだ知宥が若くて経験不足ってことよ……一時の過ちで紅倌に惚れてもまだ引き返せる。でも清倌に惚れることは、底なし沼にはまるようなものよ」,"""Чжию, тётушка имеет ввиду, что ты ещё молод и неопытен... Если тебе приглянётся 'красная' куртизанка, то из этого всегда можно будет высвободиться, но есть влюбишься в 'чистую' - то бросишься в омут, который высосет все твои деньги."""
,,,,,,,,,,默认193,,,,林翩翩淡笑解释。,林翩翩淡笑解釋。,Lin Pianpian explained with a faint smile.,翩翩が薄笑いをしながら語る。,С улыбкой объяснила Линь Пяньпянь.
,,刘婆子忆,笑,,,,,,,默认194,,刘婆子/15_刘婆子_35,,[是啊，公子，在这广陵二十四桥，买身易，买情难——谈金银不贵，谈感情可是千金不换呐……],[是啊，公子，在這廣陵二十四橋，買身易，買情難——談金銀不貴，談感情可是千金不換吶……],"""Indeed, Young Master. Here at the Twenty-Four Bridges of Guangling, bodies are cheap, but hearts come dear——Gold and silver are trifles—but true feelings? Those are beyond price...""",「そういうことだよ。この広陵二十四橋じゃ、体は安く買えても、愛はそうもいかない――金で買えるものは安物、心だけは千金払ったって買えないのさ……」,"""Всё так, юный вельможа. В районе Двадцать четвёртого моста купить 'тело' можно легко, а вот 'чувства' - трудно. Золото и серебро ничего не стоят в сравнении с настоящими чувствами - те и за тыщу золота не выменять..."""
,CharacterOff,,,,,,,,,,,,,,,
,FadeOut,black,,wipe_left,,,1,,,,,,,,,,,
,Bg,二十四桥忆篇,,,,,0,,,,,,,,,,,
,FadeIn,black,,wipe_right,,,1,,,,,,,,,,,
,,,,,,,,,,默认195,,,,……,……,...,……,...
,,,,,,,,,,默认196,,,,自刘婆子处问得所需消息后，我便再无理由滞留醉春院。,自劉婆子處問得所需消息後，我便再無理由滯留醉春院。,"Once I’d gotten what I needed from Old Woman Liu, there was no reason to stay at Spring Bliss Courtyard any longer.",劉ばあから必要な話を聞き出したため、酔春院にいる理由もなくなった。,"Я узнал всё, что хотел, от старухи Лю. Задерживаться во ""Дворе хмельной весны"" больше не было смысла."
,,,,,,,,,,默认197,,,,我与林翩翩出院，行数百步，重返二十四桥附近。,我與林翩翩出院，行數百步，重返二十四橋附近。,"Lin Pianpian and I left the courtyard, walked a few hundred paces, and returned to the Twenty-Four Bridges.",私は林翩翩と店を出て、数百歩を歩いて再び二十四橋のあたりまで戻ってきた。,"Вместе с Линь Пяньпянь мы покинули двор и, пройдя несколько сотен шагов, вернулись к Двадцать четвёртому мосту."
,,,,,,,,,,默认198,,,,杨柳拂风，光影斑驳洒落桥身。,楊柳拂風，光影斑駁灑落橋身。,"Willows sway in the breeze, dappled light scattering across the bridge's surface.",柳が風にひょうと吹かれ、橋にまだらな影を落としている。,"Ивы колыхались на ветру, отбрасывая на поверхности моста тени, сквозь которые просачивался свет."
,,,,,,,,,,默认199,,,,方才那对鸳鸯不知何处觅食去了，不见踪影了。,方才那對鴛鴦不知何處覓食去了，不見蹤影了。,That pair of mandarin ducks from earlier must have gone foraging somewhere—nowhere to be seen now.,先ほどのおしどりは餌でも探しに行ったのか、姿を消していた。,"Та пара мандаринок, наверное, уплыла кормиться - сейчас их тут не было."
,,林翩翩忆,不好意思,,,,,,,默认200,,林翩翩/15_林翩翩_021,,[刘婆子是这醉春院的鸨母。醉春院与绮罗阁系出同门，她自然盼你多光顾自家生意……],[劉婆子是這醉春院的鴇母。醉春院與綺羅閣系出同門，她自然盼你多光顧自家生意……],"""Old Woman Liu is the matron of Spring Bliss Courtyard. Since Spring Bliss and Qiluo Pavilion share the same roots, she naturally hopes you'll frequent her establishment more...""",「劉ばあは酔春院の女将よ。酔春院と綺羅閣は同じ元締めだから、知宥にもひいきにしてほしいと思ってるはず……」,"""Тётя Лю - хозяйка 'Двора хмельной весны'. А так как он связан с 'Шёлковым павильоном', ей, конечно, хочется, чтобы ты почаще бывал именно там..."""
,,林翩翩忆,微笑,,,,,,,默认201,,林翩翩/15_林翩翩_022,,[不过，方才我们所言都是实情，知宥自己想想吧。],[不過，方才我們所言都是實情，知宥自己想想吧。],"""Still, everything we said earlier was the truth. Zhiyou should think it over carefully.""",「でもあたし達が話したことは全部事実。どうするかは自分でよく考えて」,"""Но всё, о чём мы говорили раньше, - правда. Чжию, подумай ещё."""
,,方知宥,,,,,,,,默认202,,方知宥/15_方知宥_20,,[嗯，我自会思量……],[嗯，我自會思量……],"""Hmm, I'll consider it...""",「ああ、ちゃんと考えてみるよ……」,"""Угу... подумаю."""
,CharacterOff,,,,,,,,,,,,,,,
,,,,,,,,,,默认203,,,,我站在二十四桥，低头沉思。,我站在二十四橋，低頭沉思。,"I stand on Twenty-Four Bridges, lost in thought.",二十四橋で突っ立たまま、うつむいて深く考え込む。,"Задумавшись, я стоял на Двадцать четвёртом мосту."
,,,,,,,,,,默认204,,,,确实如刘婆子和林翩翩所说，倘若当年的雁儿姐如今真成了那泠音阁的头牌，仅是见她一面便要花上三十两。,確實如劉婆子和林翩翩所說，倘若當年的雁兒姐如今真成了那泠音閣的頭牌，僅是見她一面便要花上三十兩。,"As Old Woman Liu and Lin Pianpian said, if <ruby=Swan Goose>Sister Yan</ruby> from back then has truly become <ruby=泠音>Lingyin</ruby> Pavilion's top courtesan now, just meeting her would cost thirty taels.",劉ばあと翩翩が言う通り、もしも雁姉が泠音閣の一番娘になっていたとしたら、一目見るだけでも三十両かかる。,"Как говорили старуха Лю и Линь Пяньпянь, если сестричка Лебёдушка действительно стала ""девушкой первого ранга"" в ""Мелодичном павильоне"", то одна лишь встреча с ней обойдётся мне в тридцать таэлей."
,,,,,,,,,,默认205,,,,方家在分家之时给了我数千两的白银，这些银两足以支持我在余生挥毫著书，无忧无虑……,方家在分家之時給了我數千兩的白銀，這些銀兩足以支持我在餘生揮毫著書，無憂無慮……,"When the Fang Family divided their estate, they gave me several thousand silver taels—enough to sustain my writing for the rest of my days without worry...",勘当された時に数千両の手切れ金はもらった。本を書きながら余生を過ごすには困らない額だ……,"Когда семья Фан делила имущество, мне дали несколько тысяч таэлей серебра - достаточно, чтобы я всю оставшуюся жизнь мог погрузиться в писательство и ни о чём не беспокоиться..."
,,,,,,,,,,默认206,,,,我……总不能把这些银子都耗费在二十四桥最尊贵的头牌花魁身上吧？,我……總不能把這些銀子都耗費在二十四橋最尊貴的頭牌花魁身上吧？,I... I can't possibly spend all this silver on Twenty-Four Bridges' most revered Star Courtesan?,そんな金を……二十四橋で最も高い花魁にすべて費やすなんて、あってはならないだろう。,"Пожалуй... не стоит эти деньги просаживать на главную ""девушку первого ранга"" у Двадцать четвёртого моста, не так ли?"
,,,,,,,,,,默认207,,,,若真如此，怕是不出二三载，我便会家财散尽，只得沿街乞讨了。,若真如此，怕是不出二三載，我便會家財散盡，只得沿街乞討了。,"If I did, I'd likely be bankrupt and begging in the streets within two or three years.",そんなことをしようものなら、二三年もしないうちに素寒貧になり、その辺で物乞いをすることになる。,"Если я начну так делать, то, боюсь, через два-три года промотаю всё имущество и мне останется лишь побираться на улице."
,,林翩翩忆,,,,,,,,默认208,,林翩翩/15_林翩翩_023,,[对了，知宥，稍后我需回柳巷了。],[對了，知宥，稍後我需回柳巷了。],"""Speaking of which, Zhiyou, I must return to Willow Lane shortly.""",「あっ、そうだ。ごめん、知宥……もう少ししたら柳巷に戻らないと」,"""Кстати, Чжию. Мне скоро надо будет обратно на 'Ивовый переулок'."""
,,,,,,,,,,默认209,,,,正当我望着桥下流水出神之际，林翩翩忽道。,正當我望著橋下流水出神之際，林翩翩忽道。,"As I gazed distractedly at the river beneath the bridge, Lin Pianpian suddenly spoke.",橋の下を流れる水を見ながらぼうっとしていると、翩翩がふとそう言った。,"Пока я рассеянно смотрел на реку под мостом, вдруг заговорила Линь Пяньпянь."
,,方知宥,,,,,,,,默认210,,方知宥/15_方知宥_21,,[怎么？要去忙营生了吗？],[怎麼？要去忙營生了嗎？],"""What? Off to work?""",「ん？仕事に行くのか？」,"""А? Работать что ли?"""
,,,,,,,,,,默认211,,,,我缓缓问道，刻意避开了“站关”或是“接客”的称呼。,我緩緩問道，刻意避開了“站關”或是“接客”的稱呼。,"I asked slowly, deliberately avoiding ""Standing at the Pass"" or perhaps ""Entertain guests"" as a form of address.",「立ちんぼ」や「接客」といった言い方をあえて避け、そう訊く。,"Спросил я неторопливо, специально избегая слов ""выставлять себя на продажу"" или ""принимать клиентов""."
,,林翩翩忆,泪眼惺忪,,,,,,,默认212,,林翩翩/15_林翩翩_024,,[嗯……],[嗯……],"""Hmm...""",「うん……」,"""Угу..."""
,,方知宥,,,,,,,,默认213,,,,[……],[……],"""...""",「……」,"""..."""
,,方知宥,,,,,,,,默认214,,方知宥/15_方知宥_22,,[今日也不去了吧，我再给你一两，陪我多逛逛吧。],[今日也不去了吧，我再給你一兩，陪我多逛逛吧。],"""Let's not go today either. I'll give you another tael—stay and wander with me a while longer.""",「今日は休むといい。あと一両渡すから、もう少し付き合ってくれないか」,"""Давай не пойдёшь сегодня тоже. Я дам тебе таэль. Побудешь со мной, погуляем вместе."""
,,林翩翩忆,惊讶,,,,,,,默认215,,林翩翩/15_林翩翩_025,,[啊，不必如此的……况且我该做的事都没做……昨夜你已经帮过我了……],[啊，不必如此的……況且我該做的事都沒做……昨夜你已經幫過我了……],"""Ah, there's no need for that... Besides, I still have duties left undone...You already helped me last night...""",「あっ、そんなことしなくてもいい……どうせ何もしてあげられなかったし……もう昨日助けてもらったから」,"""А... Не надо... У меня остались незавершённые дела... Да и ты уже помог мне вчера..."""
,,方知宥,,,,,,,,默认216,,方知宥/15_方知宥_23,,[昨夜是昨夜。今日你助我探得消息，我再帮你一回也是应当。],[昨夜是昨夜。今日你助我探得消息，我再幫你一回也是應當。],"""Last night was last night. Today you aided my investigation—it's only right I help you once more.""",「昨日は昨日だ。今日は話を聞きに連れていってくれたじゃないか。お礼をするのは当然のことだ」,"""Вчера было вчера. А сегодня ты и так мне помогла, так что будет справедливо, если я заплачу тебе ещё раз."""
,,林翩翩忆,低头可怜,,,,,,,默认217,,林翩翩/15_林翩翩_026,,[可是……],[可是……],"""But...""",「でも……」,"""Но..."""
,,,,,,,,,,默认218,,,,她有些不好意思地低下了头。,她有些不好意思地低下了頭。,"She lowered her head slightly, somewhat embarrassed.",申し訳なさそうにうなだれる彼女。,"Смутившись, она опустила голову."
,,方知宥,,,,,,,,默认219,,方知宥/15_方知宥_24,,[你就收下吧……也可算我暂且放你那里的，若哪天我真的被那苏怜烟迷住，散尽家财以至于身无分文了，还需你再把这二两还给我……],[你就收下吧……也可算我暫且放你那裡的，若哪天我真的被那蘇憐煙迷住，散盡家財以至於身無分文了，還需你再把這二兩還給我……],"""Just take it... Consider it a temporary deposit with you. If I ever get bewitched by that Su Lianyan and squander all my wealth down to the last coin, you'll have to return these two taels to me...""",「いいから受け取ってくれ……預かっておくつもりでいいから。いつか私が蘇憐煙に入れ込んで一文無しになってしまったら、その二両を返してもらうから……」,"""Да возьми, возьми... Считай, что я оставляю их у тебя на хранение. Если вдруг эта Су Ляньянь очарует меня так, что я растранжирю на неё всё своё состояние, не оставив и гроша, то ты мне эти два таэля вернёшь."""
,,,,,,,,,,默认220,,,,我语带笑意地说道，从怀中掏出一两碎银硬塞给她。,我語帶笑意地說道，從懷中掏出一兩碎銀硬塞給她。,"I said with a chuckle, pulling out a tael of Broken Silver from my robe and pressing it insistently into her hand.",冗談めかしてそう言いつつ、懐から出した砕銀一両を彼女の手に押し付けた。,"Посмеиваясь, сказал я, после чего вытащил таэль ломаного серебра из-за пазухи и вложил ей в руку."
,,林翩翩忆,不好意思,,,,,,,默认221,,林翩翩/15_林翩翩_027,,[好罢，你都这么说了……姑娘我便再陪你一日吧！只是今夜随你回去前，我需先去鸨母处一趟……呜……若再不交些银钱，下回见她怕是要挨棒槌了……],[好罷，你都這麼說了……姑娘我便再陪你一日吧！只是今夜隨你回去前，我需先去鴇母處一趟……嗚……若再不交些銀錢，下回見她怕是要挨棒槌了……],"""Very well, since you insist... I'll stay with you one more day! But before returning with you tonight, I must first see the matron... Ugh... If I don't pay some silver soon, I'll likely face her club next time we meet...""",「そこまで言うなら……もう一日付き合ってあげる！でも今夜は一緒に帰る前に、おばばのところへ行かないと……うう……これ以上支払いが遅れると、次会った時に棒で叩かれるかもしれないから……」,"""Ладно, если ты настаиваешь... Останусь с тобой ещё на день! Только прежде чем вернуться с тобой этой ночью, мне нужно будет зайти к хозяйке... Уф... Если я и на этот раз не поделюсь с ней серебром, она меня при следующей встрече вальком для белья отходит."""
,,,,,,,,,,默认222,,,,她无奈笑笑，但眼神却因我又“买”了她一夜而开心。,她無奈笑笑，但眼神卻因我又“買”了她一夜而開心。,"She gave a resigned smile, yet her eyes lit up when I ""purchased"" her company for the night.",やれやれと苦笑しつつも、私が彼女の一晩を再び「買った」ことが嬉しそうだった。,"Она улыбнулась, будто нехотя поддалась на мои уговоры - но во взгляде была видна радость от того, что я ""купил"" её и на эту ночь."
,CharacterOff,,,,,,,,,,,,,,,
,,方知宥,,,,,,,,默认223,,,,[……],[……],"""...""",「……」,"""..."""
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认224,,,,翩翩……听你话里的意思，今晚竟然还想跟我回方院睡啊？,翩翩……聽你話裡的意思，今晚竟然還想跟我回方院睡啊？,"Pianpian... From your words, you actually mean to sleep at Fang's Courtyard with me tonight?",なあ、翩翩……その口ぶりからすると、今夜も方院に泊まるつもりか？,"Пяньпянь... Судя по твоим словам, ты уж решила, что будешь со мной ночевать во ""Дворе семьи Фан""?"
,,,,,,,,,,默认225,,,,若是被邻里看到，我连续两夜带柳巷的姑娘回家，我可要被七嘴八舌地编造些传闻了。,若是被鄰里看到，我連續兩夜帶柳巷的姑娘回家，我可要被七嘴八舌地編造些傳聞了。,"Should the neighbors see me escorting a Willow Lane maiden home two nights running, their wagging tongues would weave endless rumors.",二日も続けて柳巷の娘を連れ帰ってるところをお隣さんに見られでもしたら、どんな噂を立てられるやら。,"Если соседи увидят, что я уже второй день вожу девушку с 'Ивового переулка' к себе домой, наверняка поползут всевозможные слухи и сплетни."
,,,,,,,,,,默认226,,,,罢了。,罷了。,Forget it.,まあいい。,Хотя плевать.
,,,,,,,,,,默认227,,,,我也不怕被人说闲话。,我也不怕被人說閒話。,I don't care what people say.,噂されようが、知ったことか。,"Не то, чтобы я боялся всяких пересудов."
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,FadeOut,black,,wipe_up,,,1,,,,,,,,,,,
,Bg,东关街忆晴,,,,,0,,,,,,,,,,,
,FadeIn,black,,wipe_down,,,1,,,,,,,,,,,
,,,,,,,,,,默认228,,,,……,……,...,……,...
,,,,,,,,,,默认229,,,,我与林翩翩逛着逛着，离开了二十四桥的街区，来到了东关街。,我與林翩翩逛著逛著，離開了二十四橋的街區，來到了東關街。,Lin Pianpian and I wandered beyond the Twenty-Four Bridges district until we reached Dongguan Street.,私は林翩翩と連れ立って町を散策することにし、二十四橋を離れて東関街へとやってきた。,"Гуляя с Линь Пяньпянь, мы вышли за пределы района Двадцать четвёртого моста и дошли до улицы Восточной заставы."
,,,,,,,,,,默认230,,,,此处货物琳琅满目，令人目眩。,此處貨物琳琅滿目，令人目眩。,"The street overflowed with dazzling merchandise, a riot of colors.",さまざまな商品が所狭しと並び、目移りしてしまう。,Разнообразие здешних товаров поистине застилало глаза.
,,,,,,,,,,默认231,,,,肉鱼豆米，杂粮干货；香囊绸缎，布鞋玩物，各色用品不一而足。,肉魚豆米，雜糧乾貨；香囊綢緞，布鞋玩物，各色用品不一而足。,"Meat, fish, beans, rice, dried grains; scented sachets, silk fabrics, cloth shoes, curios—every imaginable commodity crammed the stalls.",肉や魚などの食材をはじめ、乾物に穀物……香嚢に反物、服に靴におもちゃと、日用品に事足りないことはなさそうだ。,"Мясо, рыба, бобы, рис, сушёные зёрна, мешочки для духов, шёлк, тканевые туфли, игрушки - все мыслимые товары громоздились на прилавках."
,,,,,,,,,,默认232,,,,我俩一前一后缓行，林翩翩目光流转，掠过一个个摊位。,我倆一前一後緩行，林翩翩目光流轉，掠過一個個攤位。,"We moved in single line, Lin Pianpian's eyes flickering across each vendor's display.",私たちはゆっくりと歩を進めていく。翩翩がきょろきょろと並んでいる屋台を見渡す。,"Мы шагали друг за другом, и глаза Линь Пяньпянь скользили по одному прилавку за другим."
,,,,,,,,,,默认235,,,,面对大多数东西，她都是略看几眼便放下，很快便会移步至下一个摊位。,面對大多數東西，她都是略看幾眼便放下，很快便會移步至下一個攤位。,Most items only earned a fleeting glance before she set them down and moved to the next stall.,ほとんどはちらりと見ただけですぐに手放し、次の屋台へと移動していく。,"Большинство вещей она, лишь мельком оглядев, клала обратно, после чего сразу же переходила к другому прилавку."
,,林翩翩忆,欣喜,,,,,,,默认236,,林翩翩/15_林翩翩_028,,[知宥，来看看这个！],[知宥，來看看這個！],"""Zhiyou, come check this out!""",「ねえ知宥、これ見て！」,"""Чжию, взгляни-ка на это!"""
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
