#SHEET_NAME,忆-第八回
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian,
,,,,,,,,,,默认248,,,,我淡然一笑，对众人宣布道。,我淡然一笑，對眾人宣布道。,"With a faint smile, I announced to the group.",私は軽く笑い、皆にそう言った。,"Улыбнувшись, объявил я присутствующим.",
,,心兰,微笑,,,,,,,默认249,,心兰/17_心兰_15,,[好，心兰期待已久，愿闻公子雅韵。］,[好，心蘭期待已久，願聞公子雅韻。］,"""Wonderful, Xinlan has been waiting eagerly. We’d love to hear your refined verse, Young Master.""",「ずっと楽しみで胸をときめかせているのですから、早くお聞かせになって」,"""Отлично! Синьлань очень ждала. Мы все очень хотим услышать Ваш стих, юный вельможа.""",
,,,,,,,,,,默认250,,,,心兰温婉浅笑，单手托腮，胳膊倚在桌案上，明眸望向我。,心蘭溫婉淺笑，單手托腮，手臂倚在桌案上，明眸望向我。,"Xinlan smiled demurely, her cheek resting on one hand, elbow propped on the table as her luminous eyes met mine.",心蘭が微笑みながら、片手で頬杖をついて、澄んだ目で私を見つめる。,"Оперев щёку на ладонь, а локоть на стол, она скромно улыбнулась и посмотрела прямо мне в глаза.",
,CharacterOff,,,,,,,,,,,,,
,,方知宥,,,,,,,,默认251,,,,[……］,[……］,"""...""",「……」,"""...""",
,,,,,,,,,,默认252,,,,我点了点头，缓缓起身，却不似撞衫公子那般离开座位。,我點了點頭，緩緩起身，卻不似撞衫公子那般離開座位。,"I nodded and rose slowly—unlike Mr. Matching Attire, I didn’t vacate my seat.",私は頷くとゆっくり立ち上がった。しかしあの令息のようにその場を離れたりはしない。,"Кивнув, я встал. Но в отличие от ""собрата-по-одежде"", я решил остаться на месте.",
,,,,,,,,,,默认253,,,,我仍然立在原地，抬起头，负手而立，望向竹林缝隙中的明月，再看向被风吹动的竹林，口中悠悠吟道——,我仍然立在原地，抬起頭，負手而立，望向竹林縫隙中的明月，再看向被風吹動的竹林，口中悠悠吟道——,"I stood rooted, head raised and hands clasped behind my back, watching the moon through the bamboo gaps, before turning to the wind-stirred grove, murmuring—",そこに立ったまま顔を上げ、後ろ手に竹林から差し込む明るい月を見やった、そして風に吹かれ揺れる竹林に視線を移し、ゆったりと吟じる――,"Стоя, я сложил руки за спиной, поднял голову, взглянул сквозь бамбук на луну, затем посмотрел на колышущуюся от ветра рощу и тихо начал декламировать:",
,,方知宥,,,,,,,,默认254,,方知宥/17_方知宥_18,,[月色如霜洒玉盘，竹香弥漫夜阑珊。］,[月色如霜灑玉盤，竹香瀰漫夜闌珊。］,"""Moonlight frosts the jade plate, bamboo fragrance fills the hushed night.""",「<ruby=月色霜の如く玉盆にそそぎ>月色如霜洒玉盆</ruby>、<ruby=竹の香り夜の闌珊に弥漫す>竹香弥漫夜闌珊</ruby>」,"""Луна цветом своим, словно иней покрыл нефрит,\nБамбука аромат через мрак поздней ночи сквозит.""",
,,方知宥,,,,,,,,默认255,,方知宥/17_方知宥_19,,[酒味浓时情亦浓，不醉美酒醉心兰。］,[酒味濃時情亦濃，不醉美酒醉心蘭。］,"""When the wine is rich, so are the emotions; not drunk on fine wine, but intoxicated by Xinlan.""",「<ruby=酒味濃し時情また濃く>酒味濃時情亦濃</ruby>、<ruby=美酒に酔わず心蘭に酔う>不酔美酒酔心蘭</ruby>」,"""Вина вкус силён, и чувства столь же сильны –\nТо не вином я пьян – <ruby=Лань>орхидея</ruby> мне <ruby=Синь>сердце</ruby> пьянит.""",
,,,,,,,,,,默认256,,,,吟至末句，我举杯，目光遥望座中心兰，微微一笑。,吟至末句，我舉杯，目光遙望座中心蘭，微微一笑。,"As I recited the final line, I raised my cup, my gaze drifting toward Xinlan at the center of the gathering, and smiled faintly.",最後まで詠みきると私は杯を上げ、向こうに座っている心蘭に対して微笑みかけた。,"Дойдя до последней строчки, я поднял чарку вина и с улыбкой взглянул на Синьлань, которая находилась в сердце нашего собрания.",
,,,,,,,,,,默认257,,,,……,……,...,……,...,
,,,,,,,,,,默认258,,,,此诗念毕，庭院中一片寂静。,此詩念畢，庭院中一片寂靜。,"After the poem was finished, the courtyard fell into complete silence.",吟じ終わると、庭園に静寂が流れた。,"Когда стих закончился, двор снова погрузился в тишину.",
,Se,风吹树叶,,,,,,,,,,,,
,,,,,,,,,,默认259,,,,——呼,——呼,--Huff--,――ヒュッ,*Вжух...*,
,,,,,,,,,,默认260,,,,恰时有一阵风吹过，整个庭院皆是清风吹动竹叶的声音。,恰時有一陣風吹過，整個庭院皆是清風吹動竹葉的聲音。,"Just then, a breeze swept through, filling the courtyard with the sound of wind rustling through bamboo leaves.",一陣の風が吹き、さらさらと竹の葉が触れ合う音が庭園全体にこだまする。,"Как нельзя кстати подул ветер, наполняя двор шелестом бамбуковых листьев.",
,,心兰,惊喜,,,,,,,默认261,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认262,,,,心兰呆望着我，若有所思。,心蘭呆望著我，若有所思。,"Xinlan stared at me, lost in thought.",何かを思うように、ぼうと私を見る心蘭。,"Синьлань смотрела на меня, погрузившись в раздумья.",
,,王生少年,震惊,,,,,,,默认263,,,,[……］,[……］,"""...""",「……」,"""...""",
,,撞衫公子,,,,,,,,默认264,,,,[……］,[……］,"""...""",「……」,"""...""",
,,胖富商,,,,,,,,默认265,,,,[……],[……],"""...""",「……」,"""...""",
,,不修边幅的老者,,,,,,,,默认266,,,,[……],[……],"""...""",「……」,"""...""",
,CharacterOff,,,,,,,,,,,,,
,,,,,,,,,,默认267,,,,其他人也停下了各自的动作，就连那老者也不再是一副独自饮酒的样子，仿佛是在沉思。,其他人也停下了各自的動作，就連那老者也不再是一副獨自飲酒的樣子，彷彿是在沉思。,"The others also halted their movements; even the Old Man, who had been drinking alone, seemed deep in contemplation.",他の者たちも動きを止めた。一人勝手に飲んでいたあの老人ですら、何かを考えているようだ。,"Остальные тоже замерли на месте. Даже старик, который всё время пил в одиночку, похоже, тоже задумался над моим стихом.",
,,,,,,,,,,默认268,,,,许久之后，众人才开始了讨论——,許久之後，眾人才開始了討論——,Only after a long while did the group begin to discuss it—,長い沈黙の後、一同がざわざわと討論を始めた――,Лишь после долгой паузы все начали обсуждение:,
,,王生少年,坏笑,,,,,,,默认269,,王生/17_王生_24,,[好！好！知宥！此诗大妙！］,[好！好！知宥！此詩大妙！］,"""Bravo! Bravo! Zhiyou! This poem is exquisite!""",「いいぞ！いいぞ！知宥！実に趣深い詩だ！」,"""Ого! Браво! Чжию, твой стих восхитителен!""",
,,胖富商,,,,,,,,默认270,,胖富商/17_胖富商_06,,[啧啧，确实不错！前三句首字恰是“月、竹、酒”，次字对应“色、香、味”，末句更与前句相衔，巧思至极！］,[嘖嘖，確實不錯！前三句首字恰是“月、竹、酒”，次字對應“色、香、味”，末句更與前句相銜，巧思至極！］,"""Tsk tsk, quite impressive! The first parts of the first three lines are about ""moon"", ""bamboo"", and ""wine"", while the second parts of the lines match ""color"", ""fragrance"", and ""taste"". The last line even flows seamlessly from the previous—sheer brilliance!""",「いやはや、実にすごい！先の三句は頭に『月、竹、酒』の三字を当て、次の字で対応する『色、香、味』を置いている。これで末の句との繋がりが引き立つ。うまく考えたものだ！」,"""Ого, и правда славно получилось! В первых трёх строфах первыми идут слова ""луна"", ""бамбук"", ""вино"", за ними сразу же следуют ""цвет"", ""аромат"" и ""вкус"", а последняя строфа переплетается с предыдущей - поистине изысканное мастерство!""",
,,不修边幅的老者,惊喜,,,,,,,默认272,,不修边幅的老者/17_不修边幅的老者_04,,[呵呵，终于凑合啦！此子倒有几分老夫年少时的风采。］,[呵呵，終於湊合啦！此子倒有幾分老夫年少時的風采。］,"""Heh, finally something decent! This lad does remind me of my younger days.""",「ほっほっほ、ようやくなかなかの出来の詩が出たわい！わしの若い頃の気風を幾分か感じるのう」,"""Хех, ну наконец-то что-то стоящее! А этот парень чем-то меня напоминает в молодости...""",
,,撞衫公子,,,,,,,,默认273,,撞衫公子/17_撞衫公子_08,,[嗯……确是不错。］,[嗯……確是不錯。］,"""Hmm... truly well done.""",「うむ……確かに、悪くない」,"""Хм-м... согласен, хороший стих.""",
,,,,,,,,,,默认274,,,,众人开始热烈地讨论了起来，哪怕是刚才那位撞衫公子，此时也大度地点了点头，发表了对我作的这首诗的赞扬。,眾人開始熱烈地討論了起來，哪怕是剛才那位撞衫公子，此時也大度地點了點頭，發表了對我作的這首詩的讚揚。,"The crowd erupted into lively discussion. Even Mr. Matching Attire, who had earlier been at odds, nodded approvingly and praised my poem.",皆が熱く詩についての討論を始める。あの令息までもが、この時ばかりは大きく頷き、私が作った詩に対する賛辞を送った。,"Все принялись горячо обсуждать стих. Даже ""собрат-по-одежде"" кивком выразил своё одобрение.",
,,心兰,娇羞,,,,,,,默认275,,心兰/17_心兰_16,,[酒味浓时情亦浓，不醉美酒醉心兰……公子……多谢，此诗极好。］,[酒味濃時情亦濃，不醉美酒醉心蘭……公子……多謝，此詩極好。］,"""When the wine is rich, so are the emotions; not drunk on fine wine, but intoxicated by Xinlan.... Young Master... thank you, this poem is magnificent.""",「酒が濃ければ想いも濃く、美酒に酔っているのではなく心蘭に酔っていると……旦那さま……この詩、とても気に入りました。ありがとうございます」,"""'Вина вкус силён, и чувства столь же сильны - то не вином я пьян – <ruby=Лань>орхидея</ruby> мне <ruby=Синь>сердце</ruby> пьянит...' - Спасибо, юный вельможа... стих поистине прекрасен.""",
,,,,,,,,,,默认276,,,,坐在我对面的心兰听了这首诗后，细细地品味了一番。,坐在我對面的心蘭聽了這首詩後，細細的品味了一番。,"After hearing this poem, Xinlan, who sat across from me, savored it thoughtfully.",向かいに座っている心蘭が詩を聞き終えると、じっくりとその響きを噛み締める。,Просмаковала мой стих сидевшая напротив Синьлань.,
,,,,,,,,,,默认277,,,,她的脸上泛起了一抹红晕，睫毛微微颤动，看向我的目光也有些迷离。,她的臉上泛起了一抹紅暈，睫毛微微顫動，看向我的目光也有些迷離。,"A faint blush colored her cheeks, her lashes fluttered slightly, and her gaze toward me grew somewhat hazy.",ぽっと彼女の頬が紅潮し、僅かに睫毛が震えた。私を見つめる目つきも少しとろんとしている。,"Её щёки слегка покрылись румянцем, ресницы дрогнули, а взгляд, обращённый на меня, стал томным.",
,,,,,,,,,,默认278,,,,……,……,...,……,...,
,CharacterOff,,,,,,1,,,,,,,
,StopVoice,,,,,,1,,,,,,,,,,,
,FadeOut,black,,,,,1,,,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,,,,,,,,,,默认279,,,,过了一会儿后，王生也作了一首诗。,過了一會後，王生也作了一首詩。,"After a while, Scholar Wang also composed a poem.",それからしばらくし、王書生も詩を作り終えた。,Через какое-то время учёный Ван тоже сочинил стих.,
,,,,,,,,,,默认280,,,,他的诗是“月色溶溶映竹幽，酒香阵阵绕心头。今日相聚共笑语，醉诗醉酒醉碧楼。”,他的詩是“月色溶溶映竹幽，酒香陣陣繞心頭。今日相聚共笑語，醉詩醉酒醉碧樓。”,"His poem read: ""The melting moonlight bathes secluded bamboos, wine's fragrance lingers round my heart. Today we meet in mirth and cheer, drunk on verse, drunk on wine, drunk in this jade tower.""",彼の詩は「<ruby=月色溶溶と竹を幽かに映し>月色溶溶映竹幽</ruby>、<ruby=酒香陣陣と心頭に繞う>酒香陣陣繞心頭</ruby>。<ruby=今日は相聚まり共に笑い語らい>今日相聚共笑語</ruby>、<ruby=詩に酔い酒に酔い碧楼に酔う>酔詩酔酒酔碧楼</ruby>」というものだ。,"Он был таким: ""Луна свой свет расстилает по бамбуковой глуши,\nВина аромат мало-помалу достигает глубин души.\nСегодня собрались мы, со смехом беседы ведём,\nВ хмельных зелёных покоях хмельные поэмы вершим.""",
,,,,,,,,,,默认281,,,,这首诗也不错。,這首詩也不錯。,This poem was also quite good.,これもなかなかのものだ。,Стих был вполне хорош.,
,,,,,,,,,,默认282,,,,虽然用词并未如“撞衫公子”那般优美，却更为朗朗上口，也显得更为大气洒脱，两人可谓不相上下。,雖然用詞並未如“撞衫公子”那般優美，卻更為朗朗上口，也顯得更為大氣灑脫，兩人可謂不相上下。,"Though less elegantly phrased than ""Mr. Matching Attire's"", it flowed more smoothly and carried greater boldness and freedom, making their skills nearly equal.",「服かぶりの令息」ほど美しい言葉遣いではないが、より口ずさみやすく、垢抜けた印象がある。あの二人の甲乙はつけがたい。,"Не такой красивый, как у ""собрата-по-одежде"", но зато он звучал более плавно и был более раскрепощённым - так что, можно сказать, оба поэта не уступали друг другу.",
,,,,,,,,,,默认283,,,,出于友情，我自想偏袒王生几分，认为他作的诗更好。,出於友情，我自想偏袒王生幾分，認為他作的詩更好。,"Out of friendship, I naturally leaned toward favoring Scholar Wang, believing his poem was superior.",友のよしみで、王の詩の方が良いと贔屓したくなる。,"Но, понятное дело, из-за того, что учёный Ван - мой друг, мне его стих понравился больше.",
,,,,,,,,,,默认284,,,,不过，最终众人讨论了一番后，还是决定选我作为此次的“诗魁”。,不過，最終眾人討論了一番後，還是決定選我作為此次的“詩魁”。,"However, after some deliberation, the group ultimately chose me as this gathering's ""Poetry Champion"".",しかし皆が一通り話し合った結果、私が今回の「<ruby=優勝者>詩魁</ruby>」に選ばれた。,"После недолгого обсуждения все в итоге сошлись на том, чтобы объявить ""мастером поэзии"" в нашей игре меня.",
,,,,,,,,,,默认285,,,,我作为诗魁，许久都没想好让谁来饮酒。,我作為詩魁，許久都沒想好讓誰來飲酒。,"As the Poetry Champion, I struggled for quite some time to decide who should drink the penalty wine.",詩魁として誰に酒を飲ませるべきか、しばらく悩んだ。,"И как победитель, я долго колебался, решая, кому же пить штрафную чарку вина.",
,,,,,,,,,,默认286,,,,好在心兰主动请缨，从座位上起身走到我面前，接过我手中的酒杯饮下一杯酒，替我解了围。,好在心蘭主動請纓，從座位上起身走到我面前，接過我手中的酒杯飲下一杯酒，替我解了圍。,"Fortunately, Xinlan volunteered, rising from her seat to approach me, taking the wine cup from my hand and draining it, saving me from embarrassment.",幸いにも心蘭が自ら名乗り出て、席を立って私の前まで歩み寄り、杯を受け取るとそれを飲み干してくれた。助け舟を出してくれた形だ。,"К счастью, Синьлань вызвалась сама, спасая меня из этой неловкой ситуации. Встав, она подошла ко мне и, взяв чарку с вином из моих рук, сразу же осушила её.",
,,,,,,,,,,默认287,,,,……,……,...,……,...,
,FadeOut,black,,wipe_left,,,1,,,,,,,,,,,
,Bg,碧竹坊夜,,,,,0,,,,,,,,,,,
,FadeIn,black,,wipe_right,,,1,,,,,,,,,,,
,,,,,,,,,,默认288,,,,再之后，我们又玩了一轮“对对子”，一轮“覆射”。,再之後，我們又玩了一輪“對對子”，一輪“覆射”。,"Afterward, we played another round of ""couplet matching"" followed by ""archery toss"".",その後、私たちは「句合わせ」や「当て物」などの遊びをした。,"Затем мы поиграли в ""составление парных строчек"", а после этого - в метание стрел в кувшин.",
,,,,,,,,,,默认289,,,,如是一个时辰过去，心兰见天色已晚，言说自己疲乏，便向我们行礼告辞。,如是一個時辰過去，心蘭見天色已晚，言說自己疲乏，便向我們行禮告辭。,"About two hours passed this way until Xinlan, noticing the late hour, declared her fatigue, bowed to us, and took her leave.",一刻ほど過ぎた頃、心蘭がすっかり夜更けになったのを見て、疲れたからと私たちに別れを告げて去っていった。,"Так мы играли около одной стражи, пока Синьлань, заметив, что уже поздно, не сказала, что устала, и, поклонившись нам, ушла восвояси.",
,FadeOut,black,,wipe_left,,,1,,,,,,,,,,,
,Bg,碧竹坊夜,,,,,0,,,,,,,,,,,
,FadeIn,black,,wipe_right,,,1,,,,,,,,,,,
,,,,,,,,,,默认290,,,,……,……,...,……,...,
,,方知宥,,,,,,,,默认291,,方知宥/17_方知宥_20,,[她走了，我们是否也该回了？],[她走了，我們是否也該回了？],"""She's left—should we head back too?""",「行ってしまったが……私たちも帰った方がいいのかな？」,"""Раз она ушла... может, и нам пора?""",
,,,,,,,,,,默认292,,,,心兰去后，我低声问王生。,心蘭去後，我低聲問王生。,"After Xinlan departed, I whispered to Scholar Wang.",心蘭の姿が見えなくなってから、ひそひそと王に問う。,Прошептал я учёному Вану после её ухода.,
,,王生少年,,,,,,,,默认293,,王生/17_王生_25,,[我等是该回了，但——知宥你大抵不必回了。],[我等是該回了，但——知宥你大抵不必回了。],"""We ought to return, but—Zhiyou, you likely needn’t.""",「俺たちもそろそろ<ruby=は>捌</ruby>ける頃だが……知宥、おまえは帰る必要がないだろう」,"""Может и пора, но... тебе, Чжию, всё же стоит остаться.""",
,,王生少年,微笑,,,,,,,默认294,,王生/17_王生_26,,[唉……回头我亦该练练诗才。怪不得李太白与杜紫薇诗才卓绝，原是这般磨砺出来的……],[唉……回頭我亦該練練詩才。怪不得李太白與杜紫薇詩才卓絕，原是這般磨礪出來的……],"""Ah... I should practice my poetry too. No wonder Li Bai and Du Ziwei were so masterful—this is how they refined their craft...""",「はぁ……これからは俺も詩才を磨かないとな。李白や杜牧のような卓越した才能は、こういう鍛錬の賜物だったのか……」,"""Эх... А мне, пожалуй, надо будет ещё хорошенько поработать над своим поэтическим мастерством. Теперь понятно, почему Ли Бо и Ду Му были такими выдающимися поэтами - вот они каким образом оттачивали свой талант...""",
,,,,,,,,,,默认295,,,,王生自顾自地叹着气，讲述着有些冒犯“诗仙”和“小杜”的事。,王生自顧自地嘆著氣，講述著有些冒犯“詩仙”和“小杜”的事。,"Scholar Wang sighed to himself, musing aloud about the ""Poetry Immortal"" and ""Little Du"" in rather irreverent terms.",王は独り言をつぶやきながら溜め息をつくと、「詩仙」や「小杜」に少々失礼な物言いをした。,"Вздохнул учёный Ван, отпуская саркастическую реплику про ""бессмертного в поэзии"" и ""маленького Ду"". <i>(Поэта Ду Му называли ""маленьким Ду"", чтобы отличать его от однофамильца Ду Фу, который родился раньше него.)</i>",
,,方知宥,,,,,,,,默认296,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认297,,,,不过他说“我不用回了”，是什么意思？,不過他說“我不用回了”，是什麼意思？,"But what did he mean by ""I needn’t return""?",ところで、「私は帰る必要がない」とは、どういう意味なのだろうか。,"Однако почему он сказал, что ""мне стоит остаться""? К чему он это?",
,,碧竹坊侍女,,,,,,,,默认298,,碧竹坊侍女/17_碧竹坊侍女_01,,[公子，我家娘子有请，欲与您再探讨诗文。],[公子，我家娘子有請，欲與您再探討詩文。],"""Young Master, my lady requests your company to further discuss poetry.""",「旦那さま、うちの嬢がお呼びです。なんでも詩についてもう少しお話がしたいのだとか」,"""Юный вельможа, госпожа приглашает Вас к себе, дабы обсудить поэзию.""",
,CharacterOff,,,,,,,,,,,,,
,Sprite,忆-花魁请帖,,,,,,,,,,,,
,,,,,,,,,,默认299,,,,忽有一位侍女上前，笑盈盈递来一纸朱红请柬，上别一枚青翠玉簪。,忽有一位侍女上前，笑盈盈遞來一紙朱紅請柬，上別一枚青翠玉簪。,"Suddenly, a maid stepped forward, smiling as she handed over a crimson invitation adorned with a fresh bamboo leaf.",唐突に侍女が現れたかと思うと、笑顔で私の方に一枚の赤い招待状を差し出した。その上には一枚の竹の葉が添えられている。,"Внезапно к нам подошла служанка и, улыбаясь, передала мне багровое пригласительное письмо, к которому был прикреплён свежий лист бамбука.",
,SpriteOff,,,,,,1,,,,,,,
,,王生少年,使眼色,,,,,,,默认300,,王生/17_王生_27,,[瞧，我刚说甚么？说曹操夫人，曹操夫人便到。],[瞧，我剛說什麼？說曹操夫人，曹操夫人便到。],"""See? What did I just say? Speak of Cao Cao’s wife, and she appears.""",「ほら、言っただろ？曹操夫人の噂をすりゃご本人の登場だ」,"""Ну вот, что я говорил? Помяни чёрта, точнее, чертовку - и она тут как тут.""",
,,碧竹坊侍女,,,,,,,,默认301,,碧竹坊侍女/17_碧竹坊侍女_02,,[胡说什么！我可不是曹操夫人！],[胡說什麼！我可不是曹操夫人！],"""Nonsense! I am not Cao Cao’s wife!""",「失礼な！私は曹操夫人などではありません！」,"""Что за глупости?! Какая я ещё тебе чертовка?""",
,,王生少年,坏笑,,,,,,,默认302,,王生/17_王生_28,,[哈哈，不过打个比方……顺带一问，我替知宥问问——你家娘子相邀，后续须费多少银两？],[哈哈，不過打個比方……順便一問，我替知宥問問——你家娘子相邀，後續須費多少銀兩？],"""Haha, just a figure of speech... By the way, I’m asking for Zhiyou—how many taels would it cost if your lady invites someone for a follow-up?""",「ははは、物の例えさ……ついでに、知宥の代わりに聞かせてもらいたいんだが――おたくの嬢からのお誘いには、いくらかかるんだい？」,"""Ха-ха, да это поговорка такая... Кстати, ради Чжию спрашиваю - а сколько серебра нужно будет отдать за приглашение твоей госпожи?",
,,碧竹坊侍女,,,,,,,,默认303,,碧竹坊侍女/17_碧竹坊侍女_03,,[不用的。在碧竹坊，若娘子邀客“住局”，无需再付银钱。],[不用的。在碧竹坊，若娘子邀客“住局”，無需再付銀錢。],"""None. At Jade Bamboo Hall, if the lady invites a guest to ""stay the night"", no extra payment is needed.""",「必要ありません。この碧竹坊では、嬢の『お泊り』のお誘いには、お代を頂戴しないことになっています」,"""Нисколько. В 'Палате изумрудного бамбука', если Вас приглашают 'остаться на ночь', то платить не нужно.""",
,,王生少年,使眼色,,,,,,,默认304,,王生/17_王生_29,,[唉！不愧是二等青楼，气度不凡……顺带一问，我若瞧上姑娘你的话……须多少银两？],[唉！不愧是二等青樓，氣度不凡……順便一問，我若瞧上姑娘你的話……須多少銀兩？],"""Sigh! As expected of a second-tier pleasure house—such class... By the way, if I fancied you, miss... how many taels would that set me back?""",「なんと！さすが二等青楼、気前がいいな……ついでにもう一つ、もし俺があんたに一目ぼれしたとしたら……おいくらだい？」,"""Эх! Другого от 'зелёного терема' второго класса я и не ожидал! Кстати, а если Вы мне понравились... то это сколько таэлей выйдет?""",
,,碧竹坊侍女,,,,,,,,默认305,,碧竹坊侍女/17_碧竹坊侍女_04,,[你你你……登徒子无礼！我在此作工，从不赚客人银钱！……哼！要找去隔壁找去！那儿的侍女才做这个！],[你你你……登徒子無禮！我在此做工，從不賺客人銀錢！……哼！要找去隔壁找去！那裡的侍女才做這個！],"""You... you... you shameless rake! I work here honorably—I don’t take customers’ money! ... Hmph! If that’s what you’re after, go next door! Their maids handle that business!""",「こ、この……なんという無礼な方ですか！私はここで働かせていただいてる身、お客様からお金を受け取ることはありません！……ふん！そういう侍女をお望みでしたら、どうぞお隣さんへ！」,"""Т-ты... Кобель бесстыжий! Я честно работаю и не беру у клиентов денег! Тьфу, если так надо - вон, есть рядом место, там девки этим промышляют!""",
,,王生少年,慌忙,,,,,,,默认306,,王生/17_王生_30,,[抱歉抱歉，是我失言了哈哈。］,[抱歉抱歉，是我失言了哈哈。］,"""Sorry, sorry—that was thoughtless of me, haha.""",「すまんすまん、こりゃ失言だったな、ははは」,"""Ой, извините-извините, ляпнул, не подумав, ха-ха-ха.""",
,CharacterOff,,,,,,,,,,,,,
,,,,,,,,,,默认307,,,,王生这人，真是口无遮拦，不知轻重了。,王生這人，真是口無遮攔，不知輕重了。,"Scholar Wang truly has no filter, utterly lacking in tact.",まったく王ときたら……どこまでも空気を読まず軽口を叩くやつだ。,"Язык учёного Вана был, конечно, совсем без костей.",
,,,,,,,,,,默认308,,,,如今，他把人家小姑娘气得鼓起了腮帮子，姑娘口中的隔壁，大概是刘婆子的那家“醉春院”？,如今，他把人家小姑娘氣得鼓起了臉頰，姑娘口中的隔壁，大概是劉婆子的那家“醉春院”？,"Now he’s made the poor girl puff her cheeks in fury. When she said ""next door"", she likely meant Granny Liu’s ""Spring Bliss Courtyard""?",この子がかんかんに怒ってしまっているではないか。それにしても……彼女の言うお隣さんとは、劉ばあの「酔春院」のことだろうか？,"Из-за него эта бедняжка надула щёки от злости. Под ""местом рядом"" она, наверное, имела ввиду ""Двор хмельной весны""?",
,,,,,,,,,,默认309,,,,唉。,唉。,Sigh...,やれやれ。,Да уж...,
,,,,,,,,,,默认310,,,,若是遇到矜持些的姑娘，单听王生说的话，怕是已梨花带雨，寻死觅活了。,若是遇到矜持些的姑娘，單聽王生說的話，怕是已梨花帶雨，尋死覓活了。,"Had he met a more modest girl, just hearing Scholar Wang’s words might’ve left her in tears, ready to throw herself into the river.",引っ込み思案な娘だったら、王にこんな口説き方をされただけで、涙ぐんで死にたいと嘆くだろう。,"Если бы попалась служанка поскромнее, услышав учёного Вана, она вообще впала бы в истерику и уже готовилась бы идти топиться.",
,,,,,,,,,,默认311,,,,不过从他和侍女的话来看，青楼与青楼之间大概有着不同的规矩。,不過從他和侍女的話來看，青樓與青樓之間大概有著不同的規矩。,"But judging from his conversation with the maid, different pleasure houses seem to have different rules.",それにしても、どうも彼や侍女の話を聞いている限り、同じ青楼でも店によって決まりが異なるようだ。,"Но, судя по их разговору, у каждого ""зелёного терема"" есть свои правила.",
,,,,,,,,,,默认312,,,,有些青楼过夜是需要额外给银子的，有些则不需要。,有些青樓過夜是需要額外給銀子的，有些則不需要。,"Some pleasure houses charge extra for overnight stays, while others don't.",ある店では夜を過ごすのに追加で金が必要だが、そうでない店もある。,"Где-то за право остаться на ночь требуется платить дополнительно, а где-то - нет.",
,,,,,,,,,,默认313,,,,有些青楼的侍女花些银两是可以陪客人同寝，而有些青楼则是不能。,有些青樓的侍女花些銀兩是可以陪客人同寢，而有些青樓則是不能。,"At some pleasure houses, you can spend a few tael to have the maids share your bed, while others forbid it.",ある青楼では金で客と寝る侍女もいるが、そうもいかない店もある。,"Где-то за пару таэлей можно уговорить местную служанку составить тебе компанию в постели, а где-то - нельзя.",
,,,,,,,,,,默认314,,,,这些都是刘婆子当时没告诉我的。,這些都是劉婆子當時沒告訴我的。,These were things Granny Liu never mentioned to me.,いずれも劉ばあが教えてくれなかったことだ。,Про такие подробности старуха Лю мне не рассказывала.,
,,,,,,,,,,默认315,,,,果然，有些事，只有亲自逛了才知道。,果然，有些事，只有親自逛了才知道。,"Indeed, some things you only learn through firsthand experience.",やはり、実際に足を運んでみなければ分からないこともあるわけだ。,"Как видно, чтобы понять некоторые вещи, надо испытать их на себе.",
,,,,,,,,,,默认316,,,,那么……这碧竹坊心兰姑娘相邀，我去是不去？,那麼……這碧竹坊心蘭姑娘相邀，我去是不去？,So... Miss Xinlan from Jade Bamboo Hall has invited me. Should I go or not?,さて……碧竹坊の心蘭嬢からの誘いだが、どうしようか。,Так... Девица Синьлань приглашает меня к себе. Стоит ли мне идти к ней?,
,,方知宥,,,,,,,,默认317,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认318,,,,横竖不需银两，来都来了，便去罢。,橫豎不需銀兩，來都來了，便去罷。,"Well, it won't cost me any tael, and since I'm already here, I might as well go.",どうせ金はいらないのだ。せっかく来たのだし、物は試しといこうじゃないか。,"Ну, как бы то ни было, это не будет стоить мне ничего, да я и так уже здесь - так что схожу, пожалуй.",
,,,,,,,,,,默认319,,,,我握紧了请柬，心中已有了主意。,我握緊了請柬，心中已有了主意。,"I clutched the invitation tightly, my mind already made up.",招待状を握りしめる。答えはとうに決まっていた。,"Я крепко сжал приглашение в руке, утвердившись в своём решении.",
,,,,,,,,,,默认320,,,,……,……,...,……,...,
,FadeOut,black,,square,,,1,,,,,,,,,,,
,Bg,二等花魁室内夜,,,,,,,,,,,,
,,,,,,,,,,默认321,,,,不久后，王生和其他的几位客人一同离开了。,不久後，王生和其他的幾位客人一同離開了。,"Not long after, Scholar Wang and the other guests departed together.",それから少しして、王と他の客たちは一緒に帰っていった。,Вскоре после этого учёный Ван и другие ушли.,
