,,,,,,,,,,默认146,,,,他前去打探，才知道有人在附近救下了一个书生。,他前去打探，才知道有人在附近救下了一個書生。,"Upon investigating, he learned that someone had saved a scholar nearby.",彼が覗きに行くと、近くで一人の書生が助けられたという話を知った。,"Лян спросил, зачем она так поступила.",
,,,,,,,,,,默认147,,,,那个书生似乎是在勾栏里喝多了酒，回家途中一不小心掉到了河里。,那個書生似乎是在勾欄裡喝多了酒，回家途中一不小心掉到了河裡。,"That scholar seemed to have gotten drunk at a pleasure house and, on his way home, accidentally fell into the river.",その書生は遊郭で酒を飲みすぎ、帰り道に不意に川に落ちたらしい。,"Ман Суй ответила, что когда‑то старшая сестра из страны плутов кормила её и научила письму и чтению, тем самым изменив её жизнь.",
,,,,,,,,,,默认148,,,,一位晚归的艄公正撞见了倒霉的他，把他救了上来。,一位晚歸的艄公正撞見了倒楣的他，把他救了上來。,"An old boatman, returning late, happened upon the unfortunate man and rescued him.",遅く帰る艄公がたまたま不運な彼を見つけ、救い上げたのだ。,"Теперь, приехав с Севера на Юг, она не может вернуть ту помощь той сестре напрямую… Так лучше передать эту благодать дальше и изменить жизнь Лин Хуэйэр.",
,,,,,,,,,,默认149,,,,他呛了几口水，虽然没有生命大碍，却也算是了出了丑，想来今后不敢再去二十四桥逛了。,他嗆了幾口水，雖然沒有生命大礙，卻也算是出了丑，想來今後不敢再去二十四橋逛了。,"He coughed up a few mouthfuls of water. Although he was not in serious danger, he had made a fool of himself. He figured he wouldn't dare to visit the Twenty-four Bridge again in the future.",彼は数回水を嚥み、命に別状はなかったが、顔を赤らめる恥ずかしい思いをし、今後は二十四橋を歩くのを控えるだろうと思った。,"Ман Суй переодела Лин Хуэйэр в чистое скромное платье, провела её по Янчжоу и через некоторое время забрала с собой в Ханчжоу.",
,CharacterOff,,,,,,1,,,,,,,,,,,
,HideMessageWindow,,,,,,,,,,,,,,,,,
,CaptureImage,截图,SpriteCamera,背景截图,,,,,,,,,,,,,,
,Bg,新如果3,,,,,,,,,,,,,,,,
,RuleFadeOut,截图,Ink2,,Linear,,1,,PageWait,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,ShowMessageWindow,,,,,,,,,,,,,,,,,
,,,,,,,,,,默认151,,,,第二日，满穗花了五十两银子，从柳巷的鸨母处为林悔儿赎了身。,第二日，滿穗花了五十兩銀子，從柳巷的鸨母處為林悔兒贖了身。,"The next day, Man Sui spent fifty taels of silver to redeem Lin Huier's freedom from the madam at Willow Lane.",翌日、満穗は五十両の銀子を払い、柳巷の仲居から林悔児を身請けした。,"Она научила Лин Хуэйэр грамоте, чтению, арифметике, навыкам переговоров и финансов, чтобы та могла помогать в торговых делах."
,,,,,,,,,,默认152,,,,良询问她为何会这么做，满穗回答说当年有一名出身风月之地的姐姐给她吃的、教她识字念书，改变了她的人生。,良詢問她為何會這麼做，滿穗回答說當年有一名出身風月之地的姐姐給她吃的、教她識字念書，改變了她的人生。,"Liang asked her why she would do such a thing, and Man Sui replied that a sister who came from the world of pleasure once gave her food and taught her to read and write, changing her life.",良がなぜそんなことをしたのかと尋ねると、満穗はかつて風月の地出身の姉が食べ物を分け、読み書きを教えてくれ、生涯を変えてくれたと答えた。,"Лин Хуэйэр — терпеливая, готовая к труду и довольно одарённая девушка.",
,,,,,,,,,,默认153,,,,如今她从北方来到南方，难再报答那位姐姐的恩情……那不如把这恩情传递下去，使林悔儿的人生因她而改变。,如今她從北方來到南方，難再報答那位姐姐的恩情……那不如把這恩情傳遞下去，使林悔兒的人生因她而改變。,"Now that she had come from the north to the south, it was difficult for her to repay that sister's kindness... So instead, she would pass on that kindness, changing Lin Huier's life through her.",今、彼女は北から南へ来て、その姉にもう恩返しできない――それならこの恩を伝えていけばいい、林悔児の人生を自分が変えてやろう、と。,Она быстро усваивала уроки Ман Суй и вскоре сама стала стремиться к новым знаниям.,
,CharacterOff,,,,,,1,,,,,,,,,,,
,HideMessageWindow,,,,,,,,,,,,,,,,,
,CaptureImage,截图,SpriteCamera,背景截图,,,,,,,,,,,,,,
,Bg,新如果4,,,,,,,,,,,,,,,,
,RuleFadeOut,截图,ReInk2,,Linear,,1,,PageWait,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,ShowMessageWindow,,,,,,,,,,,,,,,,,
,,,,,,,,,,默认155,,,,满穗为林悔儿换了一身干净的素色衣裙，带她逛了一遍扬州，并在一段时日后带她一同前往杭州。,滿穗為林悔兒換了一身乾淨的素色衣裙，帶她逛了一遍揚州，並在一段時日後帶她一同前往杭州。,"Man Sui changed Lin Huier into a clean, simple dress and took her around Yangzhou. After a while, she took her to Hangzhou as well.",満穗は林悔児に清潔な素朴な衣を一着着せ、揚州を一通り案内し、しばらくしてから一緒に杭州へ連れて行った。,Иногда Ман Суй рассказывала ей разные истории о легендарных героях прошлого и настоящего…,
,,,,,,,,,,默认156,,,,她教林悔儿识字，教林悔儿读书，教林悔儿一些算数、谈判、理财的技艺，让她能协助自己的经商事业。,她教林悔兒識字，教林悔兒讀書，教林悔兒一些算數、談判、理財的技藝，讓她能協助自己的經商事業。,"She taught Lin Huier to read and write, to do arithmetic, to negotiate, and to manage finances, so that she could assist with her own business ventures.",彼女は林悔児に読み書きを教え、算術や交渉、財務の技術を教え、商いの手伝いができるようにした。,В тот раз она не рассказывала о Цзин Кэ.,
,,,,,,,,,,默认157,,,,林悔儿是个有耐心、肯吃苦、又很有天赋的姑娘。,林悔兒是個有耐心、肯吃苦、又很有天賦的姑娘。,"Lin Huier was a patient, hard-working, and very talented girl.",林悔児は我慢強く、苦労を厭わず、天賦の才のある娘だった。,"Она говорила о Му Гуйин, о Цинь Ляньюй, о Хуа Мулань… о тех девочках, что сияют в летописях и сказаниях.",
,,,,,,,,,,默认158,,,,满穗教的东西她学得很快，很快地，她自己也会主动去学习一些新东西。,滿穗教的東西她學得很快，很快地，她自己也會主動去學習一些新東西。,"Lin Huier learned quickly the things Man Sui taught her, and soon she began to take the initiative to learn new things on her own.",満穗が教えたことを彼女は早く覚え、やがて自ら進んで新しいことを学ぶようになった。,"Она также делилась с Лин Хуэйэр своей судьбой, говорила о ранних скитаниях и последующих испытаниях, описывала северные края…",
,,,,,,,,,,默认159,,,,偶尔，满穗也会给她讲一些故事，讲古今历史里的种种传奇人物……,偶爾，滿穗也會給她講一些故事，講古今歷史裡的種種傳奇人物……,"Occasionally, Man Sui would tell her stories about various legendary figures throughout history and tales of old...",時折、満穗は古今の伝奇的人物の話をして聞かせた……,"День за днём Лин Хуэйэр менялась, постепенно поправлялась.",
,,,,,,,,,,默认160,,,,这次，她没有讲荆轲。,這次，她沒有講荊轲。,"This time, she didn't tell the story of Jing Ke.",今回は荊軻の話はしなかった。,Она вскоре перестала быть закомплексованной и робкой.,
,,,,,,,,,,默认161,,,,她讲了穆桂英、讲了秦良玉、讲了花木兰……讲了那些史书或故事里闪闪发光的女孩子。,她講了穆桂英、講了秦良玉、講了花木蘭……講了那些史書或故事裡閃閃發光的女孩子。,"She told her about Mu Guiying, Qin Liangyu, Hua Mulan... about those shining girls in history books or stories.",穆桂英の話をし、秦良玉の話をし、花木蘭の話をした……史書や物語の中で光り輝く女たちのことを語った。,"У неё появились свои цели, свои мечты.",
,,,,,,,,,,默认162,,,,她也向林悔儿分享自己的事，分享自己早年的颠沛流离，后来的千辛万苦，以及给她讲述那北方之地的种种景象……,她也向林悔兒分享自己的事，分享自己早年的顛沛流離，後來的千辛萬苦，以及給她講述那北方之地的種種景象……,"She also shared her own experiences with Lin Huier, telling her about her early hardships, the many difficulties she faced later, and describing the various scenes of the northern lands to her...",彼女はまた林悔児に自身のこと、若い頃の流離やその後の苦労、北方の地の様子も語った。,Она воскресла благодаря переданной Ман Суй любви и надежде.,
,,,,,,,,,,默认163,,,,林悔儿一天一天地改变着，逐渐好了起来。,林悔兒一天一天地改變著，逐漸好了起來。,"Lin Huier changed day by day, gradually getting better.",林悔児は日々変わっていき、徐々に元気を取り戻した。,"Во времена правления Шуньчжи старый генерал Ван погиб на войне, и малый генерал Ван унаследовал титул.",
,,,,,,,,,,默认164,,,,她很快便不再自卑，不再怯懦了。,她很快便不再自卑，不再怯懦了。,She soon overcame her self-doubt and timidity.,彼女はすぐに自卑や怖気を失い、自分の目標と夢を持つようになった。,"В это время студент Фан Чжию не был при малом генерале Ван в качестве советника; никто не знал, уехал ли он в Цзиньлин или на Север.",
,,,,,,,,,,默认165,,,,她逐渐有了自己的目标，自己的梦想。,她逐漸有了自己的目標，自己的夢想。,She began to have her own goals and dreams.,満穗が伝えた愛と希望によって、彼女は生き返ったのだ。,Малый генерал Ван выписал документ о разводе и даровал госпоже Цюнхуа свободу.
,,,,,,,,,,默认166,,,,她因满穗传递过来的爱与希望，重获新生。,她因滿穗傳遞過來的愛與希望，重獲新生。,She was reborn through the love and hope passed on to her by Man Sui.,順治の時代、老将軍王は戦死し、王小将軍が爵位を継いだ。,С тех пор госпожа Цюнхуа снова стала просто Цюнхуа.,
,FadeOut,black,,,,,1,,,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,,
,ScreenText,1,White,2,1.5,2,70,,,结语13,,,,,,,,,
,Bg,天空,,,,,,,,,,,,,,
,Bgm,死生别离,,,,2,2,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,CharacterOff,,,,,,2,,,,,,,,,,,
,HideMessageWindow,,,,,,,,,,,,,,,,,
,CaptureImage,截图,SpriteCamera,背景截图,,,,,,,,,,,,,,
,Bg,新如果5,,,,,,,,,,,,,,,,
,RuleFadeOut,截图,Ink3,,Linear,,2,,PageWait,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,ShowMessageWindow,,,,,,,,,,,,,,,,,
,,,,,,,,,,默认167,,,,顺治年间，王老将军战死，王小将军承袭了爵位。,順治年間，王老將軍戰死，王小將軍承襲了爵位。,"During the Shunzhi period, General Wang died in battle, and his son, young General Wang, inherited the title.",このとき、書生の方知宥は王小将軍の側で幕僚を務めておらず、金陵へ行ったのか北方へ行ったのかは分からなかった。,Она собрала вещи и отправилась в дальние края в сопровождении нескольких служанок и приближённых.,
,,,,,,,,,,默认168,,,,此时，书生方知宥并未在王小将军身旁担当幕僚，不知他是去了金陵，还是去了北方。,此時，書生方知宥並未在王小將軍身旁擔當幕僚，不知他是去了金陵，還是去了北方。,"At that time, the scholar Fang Zhiyou realized that he was not serving as an advisor to young General Wang, not knowing whether he had gone to Jinling or to the north.",王小将軍は一通の離縁状を出し、瓊花夫人に自由を与えた。,Она везде выспрашивала вести о старых знакомых и в конце концов арендовала на пристани в Ханчжоу судно для дальнего плавания и подняла паруса.,
,,,,,,,,,,默认169,,,,王小将军一纸休书，给予琼花夫人自由。,王小將軍一紙休書，給予瓊花夫人自由。,"Young General Wang issued a letter of divorce, granting Qionghua Lady her freedom.",こうして瓊花夫人は再び瓊華へと戻った。,"Одни говорили, что она уходит, чтобы избежать хаоса.",
,,,,,,,,,,默认170,,,,从此，琼花夫人重新变作琼华。,從此，瓊花夫人重新變作瓊華。,"From then on, Qionghua Lady became Qionghua again.",彼女は旅支度を整え、数人の侍女や近侍を伴って遠方へ向かった。,"Другие говорили… что она отправилась искать двух старых знакомых, чтобы ещё раз увидеть её и его и залатать какое‑то сожаление.",
,,,,,,,,,,默认171,,,,她收拾行囊，在几位丫鬟，几位近侍的陪同下前往远方。,她收拾行囊，在幾位丫鬟，幾位近侍的陪同下前往遠方。,"She packed her belongings and, accompanied by several maids and attendants, set off for a distant place.",彼女は旧知の消息を尋ね歩き、最終的に杭州の渡し場で一艘の長旅の船を借り、帆を上げて海へ漕ぎ出した。,"Ещё кто‑то говорил… что она уходит не от бегства и не от поиска, а исключительно ради сокровенной мечты, ради надежды, глубоко затаённой в её сердце.",
,,,,,,,,,,默认172,,,,她四处打听旧人消息，最终在杭州渡口处租下一艘远舟，扬帆出海。,她四處打聽舊人消息，最終在杭州渡口處租下一艘遠舟，揚帆出海。,"She made inquiries about old acquaintances and, ultimately, rented a far-off vessel at the dock in Hangzhou and set sail out to sea.",ある者は彼女が乱を避けるためだと言い、ある者は……彼女が二人の旧友を探すためであり、彼女と彼にもう一度会って埋められない遺憾を補いたかったのだと言い、さらにある者は……彼女は逃避でも探索でもなく、ただ心底に抱くある夢、ある希望のために旅立ったのだと言った。,"В общем, она подняла паруса и шла, куда дул ветер…",
,,,,,,,,,,默认173,,,,有人说她是为了躲避纷乱。,有人說她是為了躲避紛亂。,Some said she was trying to escape the turmoil.,いずれにせよ、彼女は帆を上げ、風の吹くままに行く――,"Пока не встретила судьбу, предназначенную ей —",
,,,,,,,,,,默认174,,,,有人说……她此去是为了寻找两位故人，想要与她和他再见一面，补上某个遗憾。,有人說……她此去是為了尋找兩位故人，想要與她和他再見一面，補上某個遺憾。,"Others said... her journey was to find two old friends, wanting to see them both again and make amends for some regret.",,"Поскольку в ней чувствовалось множество ожиданий и надежд, чудеса возникли в разных мирах и временах…",
,,,,,,,,,,默认175,,,,还有人说……她此去并非是为了躲避，也并非是为了寻找，纯粹是为了她深埋心底的某个梦想、某个希望。,還有人說……她此去並非是為了躲避，也並非是為了尋找，純粹是為了她深埋心底的某個夢想、某個希望。,"And some say... her departure was neither to escape nor to search, but purely for a dream, a hope buried deep in her heart.",,В одном из миров та самая «Книга врачевателя Лин» в ломбарде «Ду Лу» оказалась даром от божества; в ней было записано средство для лечения странной болезни.,
,,,,,,,,,,默认176,,,,总之，她扬起风帆，风吹到哪里，她就去哪里……,總之，她揚起風帆，風吹到哪裡，她就去哪裡……,"In short, she raised her sails, and wherever the wind blew, there she went...",,"Эта вещь свела влюблённых, позволила Янь‑Чжую (雁宥) без тяжести бросить город Янчжоу, уплыть за моря и в неизвестном людском уголке прожить тихо и состариться вместе…",
,,,,,,,,,,默认177,,,,直到邂逅那个属于她的结局——,直到邂逅那個屬於她的結局——,Until she met the ending that was meant for her —,そして彼女にふさわしい結末と巡り合うまで――,"В другом мире, хотя события десяти дней до Янчжоу остались бы прежними — Фан Чжию, вспоминая прошлое, когда Хуэйэр причёсывала его, понял её искреннее сердце.",
,FadeOut,black,,,,,1,,,,,,,,,,,
,ScreenText,1,White,2,1.5,2,70,,,结语16,,,,,,
,Bg,天空,,,,,,,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,Bgm,与雁同行,,,,1,1,,,,,,,,,,,
,CharacterOff,,,,,,2,,,,,,,,,,,
,HideMessageWindow,,,,,,,,,,,,,,,,,
,CaptureImage,截图,SpriteCamera,背景截图,,,,,,,,,,,,,,
,Bg,如果结局,,,,,,,,,,,,,,,,
,RuleFadeOut,截图,Ink3,,Linear,,2,,PageWait,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,ShowMessageWindow,,,,,,,,,,,,,,,,,
,,,,,,,,,,默认178,,,,因感知到许多的期许和希望，奇迹在不同的时空中出现……,因感知到許多的期許和希望，奇蹟在不同的時空中出現……,"Because of the many expectations and hopes perceived, miracles appear in different times and spaces...",多くの期待と希望を感じ取り、奇跡は異なる時空に現れた……,"Он схватил её руку, не думая о последствиях, унес её от острых клинков и очага войны, вместе с Ляном и Ман Суй сел на дальнее судно и поплыл к новой истории и надежде…",
,,,,,,,,,,默认179,,,,在一个时空里，“渡芦”当铺中的那本铃医手记原是神仙所赠，其中记载了治愈怪症的秘方。,在一個時空裡，「渡芦」當舖中的那本鈴醫手記原是神仙所贈，其中記載了治癒怪症的秘方。,"In one time and space, the 'Dulü' pawnshop's medical notes were originally a gift from a deity, which recorded the secret recipes for curing strange diseases.",ある時空では、「渡芦」質屋のあの『鈴医手記』は神から授かったもので、そこには奇病を治す秘方が記されていた。,"Ещё в одном мире — будь то Су Ляньян, Лин Хуэйэр или Фан Чжию — у каждого был бы тёплый семейный очаг, они жили бы в мирной стране без войн —",
,,,,,,,,,,默认1791,,,,此物使有情人终成眷属，使雁宥终可毫无负担地逃出扬州城，逃至天涯海角，在一处无人知晓的角落安居乐业、白头偕老……,此物使有情人終成眷屬，使雁宥終可毫無負擔地逃出揚州城，逃至天涯海角，在一處無人知曉的角落安居樂業、白頭偕老……,"This item enabled lovers to be together, enabled Yanyou to escape Yangzhou city without a care, to flee to the ends of the earth, and settle in a corner unknown to all, living happily ever after...",その書は恋人たちを結びつけ、雁宥が何の負担もなく揚州城を逃れ、天涯海角の人知れぬ場所で静かに暮らし、白髪まで共に過ごすことを叶えた……,"всё, что могло принести им боль и страдание, не происходило бы; возможно, их пути пересеклись бы, а возможно, и нет, но по крайней мере они жили бы счастливо…"
,,,,,,,,,,默认180,,,,在一个时空里，纵然扬州十日前的任何情况都未改变——方知宥在悔儿为其梳妆之时回想起了过去，领悟了她的真心。,在一個時空裡，縱然揚州十日前的任何情況都未改變——方知宥在悔兒為其梳妝之時回想起了過去，領悟了她的真心。,"In one time and space, even though none of the events ten days before in Yangzhou had changed — Fang Zhiyou remembered the past when Hui'er was doing his makeup, and realized her true feelings.",ある時空では、揚州の十日前のどんな出来事も変わらなかったとしても――方知宥は悔児が彼のために身づくろいする時に過去を思い返し、彼女の真心を悟った。,"Ещё в одном мире не было бы жадности, жестокости и варварства, не было бы лицемерия, сомнений и трусости…"
,,,,,,,,,,默认1801,,,,他不顾一切地牵住了她的手，带她逃出乱世的兵刃与烽火，与良和满穗同赴远舟，驶向了新的故事和希望……,他不顧一切地牽住了她的手，帶她逃出亂世的兵刃與烽火，與良和滿穗同赴遠舟，駛向了新的故事和希望……,"He held her hand without hesitation, took her out of the chaos of war and烽火(fires), and set sail with Lianghe and Manhui for a new story and hope...",彼は何もかも顧みず彼女の手を取り、乱世の刃と烽火から彼女を連れ出し、良と満穗と共に遠舟に赴き、新たな物語と希望へ漕ぎ出した……,"В этом мире никто не имел бы звериного облика, все могли бы говорить открыто и заботиться друг о друге… вся тьма была бы растоплена светом, и всё было бы прекрасно…",
,,,,,,,,,,默认181,,,,还有一个时空，无论是苏连雁、林悔儿、亦或是方知宥，他们都有美满的家庭，他们都生活在和平而没有战乱的国家——,還有一個時空，無論是蘇連雁、林悔兒、亦或是方知宥，他們都有美滿的家庭，他們都生活在和平而沒有戰亂的國家——,"In another time and space, whether it was Su Lianyan, Lin Hui'er, or Fang Zhiyou, they all had happy families, all lived in a peaceful country without war —",また別の時空では、蘇連雁も林悔児も方知宥も、それぞれが温かな家庭を持ち、戦乱のない平和な国で暮らしていた――,Всё возможно.,
,,,,,,,,,,默认1811,,,,那所有的会给他们带来痛苦和悲惨的事都没有发生，他们或许有过交集，也或许从未相遇，但至少都幸福地活着……,那所有的會給他們帶來痛苦和悲慘的事都沒有發生，他們或許有過交集，也或許從未相遇，但至少都幸福地活著……,"None of the things that would bring them pain and tragedy happened. They might have had intersections, or perhaps never met, but at least they all lived happily...",彼らに苦痛や悲惨をもたらす出来事は起こらず、彼らは交わることがあったかもしれないし、なかったかもしれないが、少なくとも幸せに生きていた……,В конце спасибо вам за поддержку этой игры.,
,,,,,,,,,,默认182,,,,还有一个时空，世上没有任何的贪婪、残暴和野蛮，没有任何的伪善、犹疑与懦弱……,還有一個時空，世上沒有任何的貪婪、殘暴和野蠻，沒有任何的偽善、猶疑與懦弱……,"In another time and space, there was no greed, cruelty, or savagery, no hypocrisy, doubt, or cowardice in the world...",また別の時空では、世の中に貪欲さも残虐さも野蛮さもなく、偽善や迷い、卑怯さも存在しなかった……,,
,,,,,,,,,,默认1821,,,,在这个时空里，所有人都没有兽相，所有人都能坦诚相待、互相关怀……所有的黑暗都被光明所消融，所有的一切都是美好的……,在這個時空裡，所有人都沒有獸相，所有人都能坦誠相待、互相關懷……所有的黑暗都被光明所消融，所有的一切都是美好的……,"In this time and space, no one had the demeanor of a beast, everyone could be honest and caring towards each other... All the darkness was melted by light, everything was good...",その時空では、誰もが獣の貌を持たず、互いに率直に接し、思いやりを持ち合い……すべての暗闇は光に溶かされ、すべてが美しいのだった……,,
,,,,,,,,,,默认183,,,,一切皆有可能。,一切皆有可能。,Anything is possible.,すべては可能である。,,
,FadeOut,black,,,,,1,,,,,,,,,,,
,ScreenText,1,White,2,1.5,2,70,,,结语18,,,,,,,,,
,Wait,,,,,,0.3,,,,,,,,,,,,
,ScreenText,1,White,2,1.5,2,70,,,结语17,,,,,,,,,
,EndScenario,,,,,,,,,,,,,,,
