#SHEET_NAME,记-第十七回
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian
,,,,,,,,,,默认356,,,,可是……,可是……,But...,しかし……,Однако...
,,,,,,,,,,默认357,,,,果真如此吗？,果真如此嗎？,Is this truly the case?,本当にそうだったのだろうか？,Действительно ли это было так?
,,,,,,,,,,默认358,,,,果真会一直如此吗？,果真會一直如此嗎？,Will things always remain this way?,本当に、ずっとそうだったのだろうか？,Действительно ли это всегда было так?
,,,,,,,,,,默认359,,,,时光荏苒，世事变迁，我与她多年未见，或许她早已不同。,時光荏苒，世事變遷，我與她多年未見，或許她早已不同。,"Time passes, circumstances change; having not seen her for years, perhaps she's already become someone different.",時は流れ、物事は移ろう。私たちが会っていなかった数年間で、彼女は変わっていたのかもしれない。,"Время течёт, всё вокруг меняется - быть может, и она за то время, что мы не виделись, немало изменилась."
,,,,,,,,,,默认360,,,,她看遍了这大千世界，看遍了人间种种，心态早就有了转变。,她看遍了這大千世界，看遍了人間種種，心態早就有了轉變。,"Having witnessed all the wonders of this vast world and every aspect of human existence, her perspective had fundamentally changed.",この広い世界を見て、様々な人と交わって、心も変わっていたのかもしれない。,"Она насмотрелась на этот мир, на самых разных людей - и в её характере произошли перемены."
,,,,,,,,,,默认361,,,,她或许有某种我未知的、求死的缘由。,她或許有某種我未知的、求死的緣由。,Perhaps she had some suicidal motive unknown to me.,彼女には私の知らない、死ぬだけの理由があったのかもしれない。,"Возможно, у неё была какая-то своя причина искать смерти, о которой я не знал."
,,,,,,,,,,默认362,,,,我所不知道的缘由——,我所不知道的緣由——,The reason unknown to me—,私の知り得ぬ理由が……,Совершенно неизвестная мне причина:
,,方知宥,,,,,,,,默认363,,方知宥/31_方知宥_27,,[她为何会求死？若她早有寻死之志……何必约我一同出逃？],[她為何會求死？若她早有尋死之志……何必約我一同出逃？],"""Why would she wish to die? If she'd long intended to take her own life... why would she propose that we escape together?""",「なぜ、彼女は死を望んだ？もし最初から死ぬつもりだったのなら……どうして私と一緒に駆け落ちをしようなどと？」,"""Почему она решила покончить с собой? Если она это задумывала уже давно... так зачем же ей было договариваться со мной о побеге?"""
,,,,,,,,,,默认364,,,,我目光呆滞地望着前方，连连发问，却又好像在自言自语。,我目光呆滯地望著前方，連連發問，卻又好像在自言自語。,"My vacant stare fixed ahead as I kept questioning, though it seemed more like I was talking to myself.",ぼんやりと前を見つめながら次々と質問を投げかける。しかしそれは、半ば独り言じみたものでもあった。,"Я смотрел пустым взглядом перед собой, задавая эти вопросы, хотя они больше походили на бормотание про себя."
,,林翩翩,自嘲,,,,,,,默认365,,林翩翩/31_林翩翩_038,,[或许，她从一开始，便没想过与你一同出逃。],[或許，她從一開始，便沒想過與你一同出逃。],"""Perhaps, from the very beginning, she never planned to escape with you.""",「もしかしたら、初めから一緒に逃げるなんて考えてなかったのかも」,"""Возможно, она с самого начала не собиралась сбегать вместе с тобой."""
,,,,,,,,,,默认366,,,,这时，林翩翩突然开口了。,這時，林翩翩突然開口了。,"At this moment, Lin Pianpian suddenly spoke.",その時、林翩翩が口を開いた。,Вдруг заговорила Линь Пяньпянь.
,,,,,,,,,,默认367,,,,她的声音如同哀叹，所说的事却让我震惊。,她的聲音如同哀嘆，所說的事卻讓我震驚。,"Her voice was like a lament, yet her words left me stunned.",悲しみに暮れたような言い方だったが、それが私をさらに驚愕させた。,"В её голосе слышалась нотка скорби, но то, что она сказала, потрясло меня."
,,方知宥,,,,,,,,默认368,,,,[……］,[……］,"""...""",「……」,"""..."""
,,,,,,,,,,默认369,,,,我看向了她，她仿佛还要说些什么，我便等她继续说。,我看向了她，她彷彿還要說些什麼，我便等她繼續說。,"I turned to her; she seemed poised to say more, so I waited for her to continue.",彼女の方を見る。まだ何かを言おうとしている。私は話の続きを待った。,"Я взглянул на неё. Она, казалось, хотела сказать ещё что-то, поэтому я подождал, пока она продолжит."
,,林翩翩,担忧,,,,,,,默认370,,林翩翩/31_林翩翩_039,,[这些年，我查明白了，其实——苏怜烟身上，一直有个鲜为人知的秘密，这个秘密起初她自己都不知道，后来大概也只有寥寥几人知道。］,[這些年，我查明白了，其實——蘇憐煙身上，一直有個鮮為人知的秘密，這個秘密起初她自己都不知道，後來大概也只有寥寥幾人知道。］,"""Over the years, I've discovered something—Su Lianyan has always carried a little-known secret, one she herself was unaware of initially, and later, perhaps only a few ever knew.""",「この数年調べていてわかったことだけど、実は――蘇憐煙には知られざる秘密があったの。その秘密は当初の彼女ですら知らなかったし、その後も知っている人はごく一握り」,"""За эти годы мне удалось выяснить - на самом деле у Су Ляньянь был некий секрет, о котором практически никто не знал. Даже она в своё время о нём не знала - а впоследствии о нём было известно лишь паре человек."""
,,方知宥,,,,,,,,默认371,,方知宥/31_方知宥_28,,[什么秘密？],[什麼秘密？],"""What secret?""",「秘密とは……何だ？」,"""Какой секрет?"""
,,林翩翩,委屈,,,,,,,默认372,,林翩翩/31_林翩翩_040,,[她患了一种怪病，一种我遍询郎中也未曾听闻的绝症。],[她患了一種怪病，一種我遍詢郎中也未曾聽聞的絕症。],"""She suffers from a strange illness, a rare disease I've never encountered despite consulting countless physicians.""",「とある奇病を患っていたの。東西の医者を尋ねても聞いたこともないような不治の病よ」,"""У неё была странная болезнь - я обегала разных лекарей, но никто из них толком о такой не слышал. И эта болезнь была неизлечимой."""
,,方知宥,,,,,,,,默认373,,,,[……],[……],"""...""",「……」,"""..."""
,,林翩翩,担忧,,,,,,,默认374,,林翩翩/31_林翩翩_041,,[此病幼时不显，毫无征兆……待她成年后，她会觉得身躯时常发冷，双手发麻，腿脚无力……使她越来越需要有人来照顾自己。],[此病幼時不顯，毫無徵兆……待她成年後，她會覺得身軀時常發冷，雙手發麻，腿腳無力……使她越來越需要有人來照顧自己。],"""This illness shows no symptoms in childhood, with no warning signs... When she reaches adulthood, she will often feel cold, experience numbness in her hands, and weakness in her legs... making her increasingly dependent on others for care.""",「幼いうちは発症せず、予兆すらなかった……でも大人になってから、彼女はしばしば体が冷たくなり、両手が痺れ、足に力が入らなくなっていくことに気付いた……次第に誰かの世話を必要とするほどに」,"""По малолетству та болезнь никак себя не проявляла... Но, достигнув совершеннолетия, Су Ляньянь начала временами чувствовать в теле озноб, у неё немели руки, слабели ноги... Чем дальше, тем больше ей требовался уход за собой других людей."""
,,林翩翩,,,,,,,,默认375,,林翩翩/31_林翩翩_042,,[这种病会越来越严重，每月身体僵硬冰冷之时会越来越长，最终……她会逐渐失去自理能力，做任何事都需要有人来照顾。],[這種病會越來越嚴重，每月身體僵硬冰冷之時會越來越長，最終……她會逐漸失去自理能力，做任何事都需要有人來照顧。],"""This illness will progressively worsen, with the periods of bodily stiffness and coldness growing longer each month... Eventually, she will gradually lose the ability to care for herself and will need assistance for everything.""",「病状は次第にひどくなっていき、月を追うごとに体の冷えの治りが遅くなっていった……そして、ついには自立することすら難しくなって、何をするにも誰かの世話が必要になってしまった」,"""Болезнь становилась всё более и более серьёзной, с каждым месяцем ледяное оцепенение в теле длилось всё дольше и дольше, так что в конце концов... она бы мало-помалу полностью утратила возможность заботиться сама о себе - ей бы во всём пришлось полагаться на помощь других."""
,,方知宥,,,,,,,,默认376,,,,[……],[……],"""...""",「……」,"""..."""
,CharacterOff,,,,,,,,,,,,,
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认377,,,,随着林翩翩的解释，我突然想起来。,隨著林翩翩的解釋，我突然想起來。,"As Lin Pianpian explained, I suddenly remembered.",林翩翩の説明で、ふと思い出した。,Объяснение Линь Пяньпянь вдруг напомнило мне.
,,,,,,,,,,默认378,,,,有好几次见面时，雁儿姐都原本想给我弹奏一曲，却因为手指发抖而作罢。,有好幾次見面時，雁兒姐都原本想給我彈奏一曲，卻因為手指發抖而作罷。,"Several times when we met, <ruby=Swan Goose>Sister Yan</ruby> had wanted to play a tune for me but had to give up because her fingers trembled.",会っている時に何度か、曲を弾いてくれようとしたが指が震えてやめてしまったことを。,"Нередко при нашей встрече случалось, что сестричка Лебёдушка хотела сыграть мне какую-то мелодию, но из-за дрожи в пальцах ей приходилось откладывать эту идею."
,,,,,,,,,,默认379,,,,她身患这种怪病，随着年岁的增长，身躯会越来越冷，越来越僵硬……,她身患這種怪病，隨著年歲的增長，身軀會越來越冷，越來越僵硬……,"She suffers from this strange illness—as the years pass, her body grows colder and stiffer...",彼女の患っている奇病は年月を重ねるごとにひどくなっていく。体が徐々に冷たく、強張っていく……,"Её странная болезнь с каждым годом всё разрасталась, тело всё больше холодело, всё больше костенело..."
,,,,,,,,,,默认380,,,,最终她会怎样？,最終她會怎樣？,What will ultimately become of her?,そして、最後はどうなる？,Что бы с ней случилось в самом конце?
,,,,,,,,,,默认381,,,,最终……她的身体大概会一寸一寸地冰封，直到变成一个口不能言、身不能动的活死人。,最終……她的身體大概會一寸一寸的冰封，直到變成一個口不能言、身不能動的活死人。,"In the end...her body will likely freeze inch by inch, until she becomes a living corpse—unable to speak or move.",最後は……きっと体の全てが氷のように冷たくなってしまい、一言も口をきくことができず、生きた屍のように身動き一つとれなくなってしまうのだろう。,"В самом конце... её тело стало бы окончательно закостеневать цунь за цунем, пока бы она не превратилась в живой труп, неспособный ни говорить, ни двигаться."
,,,,,,,,,,默认382,,,,一个冰冷僵硬，只能睁大眼睛任凭自己的身体被人摆布的躯壳。,一個冰冷僵硬，只能睜大眼睛任憑自己的身體被人擺布的軀殼。,"A cold, rigid shell, capable only of staring wide-eyed as others manipulate her body.",冷たく硬直し、ただ目を見開いて体を弄ばれるだけの抜け殻になってしまう。,"Холодная, застывшая пустая оболочка с широко открытыми глазами, беспомощно подчиняющаяся воле других."
,,,,,,,,,,默认383,,,,那个一向向往自由的雁儿姐，是绝对不愿沦落至此的。,那個一向嚮往自由的雁兒姐，是絕對不願淪落至此的。,"<ruby=Swan Goose>Sister Yan</ruby>, who has always yearned for freedom, would never willingly succumb to such a fate.",ずっと自由を求めていた雁姉にとって、それは絶対に許せないことだ。,"Сестричка Лебёдушка, всегда стремившаяся к свободе, ни за что не желала бы превратиться в нечто подобное."
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,方知宥,,,,,,,,默认385,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认386,,,,可是……,可是……,But...,だが……,Однако...
,,方知宥,,,,,,,,默认387,,方知宥/31_方知宥_29,,[可是……若真如此……她在察觉到了此病后便想好了要赴死，为何还与我立约，提议要跟我一同出逃？］,[可是……若真如此……她在察覺到了此病後便想好了要赴死，為何還與我立約，提議要跟我一同出逃？］,"""But...if that's the case...why did she make a pact with me and propose we escape together, if she had already resolved to die upon realizing her condition?""",「しかし……もしそうなら……病に気付いた時点で死を決意していたのに、なぜ一緒に逃げようなどと私と約束したのだ？」,"""Однако... если это было так... Если она, обнаружив у себя эту болезнь, решила пойти на смерть - то зачем ей тогда нужно было договариваться со мной и предлагать вместе сбежать?"""
,,,,,,,,,,默认388,,,,我疑惑地看向林翩翩。,我疑惑地看向林翩翩。,I looked at Lin Pianpian in puzzlement.,翩翩に疑問を投げかける。,В недоумении глядел я на Линь Пяньпянь.
,,林翩翩,自嘲,,,,,,,默认389,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认390,,,,她凝视着我，沉默不语。,她凝視著我，沉默不語。,"She stared at me, silent.",彼女はじっと私を見たまま、何も答えなかった。,Она молча глядела на меня в ответ.
,,,,,,,,,,默认391,,,,良久之后，她仿佛是下了极大的决心，终于对我道出了她最终查得的真相——,良久之後，她彷彿是下了極大的決心，終於對我道出了她最終查得的真相——,"After a long pause, as if steeling herself with great resolve, she finally disclosed the truth she had uncovered—",長い沈黙の後、彼女は大きな決心をしたかのように、ついに突き止めた真相を話し出した――,"По прошествии некоторого времени она, словно приняв важное решение, всё же высказала мне ту последнюю правду, что ей удалось выяснить:"
,,林翩翩,担忧,,,,,,,默认392,,林翩翩/31_林翩翩_043,,[或许她所说的“逃”，并非是你想的那般……你仔细想想，当初她首次向你提及“逃”时，是如何说的？],[知宥，或許她所說的“逃”，並非是你想的那般……你仔細想想，當初她首次向你提及“逃”時，是如何說的？],"""Zhiyou, perhaps the 'escape' she mentioned isn't what you assume... Think back carefully—how did she phrase it when she first spoke of 'escape' to you?""",「知宥、たぶん彼女の言う『逃げる』は、あんたの思ってるものじゃないわ……よく考えて。憐煙が『逃げる』と話した時、どんな文脈だった？」,"""Чжию, вполне возможно, тот 'побег', о котором говорила она, - вовсе не то, о чём думал ты... Вспомни хорошенько - когда она впервые заговорила с тобой о 'побеге', как она об этом сказала?"""
,,,,,,,,,,默认393,,,,林翩翩缓缓对我问道。,林翩翩緩緩對我問道。,Lin Pianpian asked me slowly.,翩翩が私に問いかける。,Медленно задала мне вопрос Линь Пяньпянь.
,,方知宥,,,,,,,,默认394,,,,[……],[……],"""...""",「……」,"""..."""
,CharacterOff,,,,,,,,,,,,,
,,,,,,,,,,默认395,,,,思绪流转，我回忆起了当年的事。,思緒流轉，我回憶起了當年的事。,"My thoughts drifted, and I remembered the events of those years.",頭を働かせ、あの時のことを思い出す。,"Мысли мои блуждали, я вспоминал события того года."
,,,,,,,,,,默认396,,,,当年雁儿姐说起此事时，似乎并非是我记忆中那般欢欣雀跃。,當年雁兒姐說起此事時，似乎並非是我記憶中那般歡欣雀躍。,"When <ruby=Swan Goose>Sister Yan</ruby> spoke of it back then, her tone wasn't as bright and eager as I recalled.",たしかに雁姉がこの件を話していた時、私の記憶にあるような舞い上がった様子ではなかった気がする。,"Когда сестричка Лебёдушка говорила об этом, оно и вправду звучало как будто вовсе не так радостно и восторженно, как это запомнилось мне."
,,,,,,,,,,默认397,,,,我的记忆欺骗了我，篡改了彼时她的神态。,我的記憶欺騙了我，篡改了彼時她的神態。,"My memory deceived me, distorting her expression from that time.",私は自身の記憶を欺き、彼女の表情を改ざんしていたのだ。,"Память обманула меня, исказив её вид в этот момент."
,,,,,,,,,,默认398,,,,话还是一样的话。,話還是一樣的話。,The words remained unchanged.,言葉は同じまま。,Слова остались теми же самыми.
,,,,,,,,,,默认399,,,,但是，实际上，她当时是这么说的——,但是，實際上，她當時是這麼說的——,"But in truth, this is what she actually said—",しかし、実際に彼女があの時言っていたのは――,Однако на самом деле говорила она их мне так:
,FadeOut,black,,,,,1,,,,,,,,,,,
,,,,,,,,,,默认400,,,,……,……,...,……,...
,Bg,花魁房间,,,,,,,,,,,,
,ImageEffect,SpriteCamera,GrayScale,,,,,,,,,,,,,,,
,Wait,,,,,,0.6,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,,苏怜烟,羞涩,,,,0.6,,,,,,,
,Wait,,,,,,0.6,,,,,,,
,,苏怜烟,羞涩,,,,,,,默认401,,苏怜烟/22_苏怜烟_72,,[知宥，我想“逃”。],[知宥，我想“逃”。],"""Zhiyou, I want to ""escape"".""",「知宥……私、逃げようと思ってるの」,"""Чжию, я хочу 'сбежать'."""
,,方知宥,,,,,,,,默认402,,方知宥/31_方知宥_30,,[逃？],[逃？],"""Run?""",「逃げる？」,"""Сбежать?"""
,,苏怜烟,,,,,,,,默认403,,苏怜烟/22_苏怜烟_73,,[嗯，我想逃离这一切……再也不回来了。],[嗯，我想逃離這一切……再也不回來了。],"""Yes, I want to flee all of this... and never return.""",「ええ。全てから逃げるつもり……二度と戻ってはこない」,"""Да, я хочу сбежать от всего этого... и никогда не возращаться."""
,,方知宥,,,,,,,,默认404,,,,[……],[……],"""...""",「……」,"""..."""
,,苏怜烟,担忧,,,,0.4,,,默认405,,苏怜烟/22_苏怜烟_74,,[知宥，你能同我一起吗？],[知宥，你能同我一起嗎？],"""Zhiyou, can you come with me?""",「知宥……一緒に来てくれる？」,"""Чжию, пойдёшь ли ты со мной?"""
,,方知宥,,,,,,,,默认406,,,,[……],[……],"""...""",「……」,"""..."""
,,方知宥,,,,,,,,默认407,,方知宥/31_方知宥_31,,[能。],[能。],"""Yes.""",「うん」,"""Пойду."""
,,,,,,,,,,默认408,,,,……,……,...,……,...
,Wait,,,,,,1,,,,,,,
,FadeOut,black,,,,,1,,,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,
,ImageEffectOff,SpriteCamera,GrayScale,,,,,,,,,,,,,,,
,CharacterOff,,,,,,,,,,,,,
,Bg,西商前厅夜,,,,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,
,FadeIn,black,,,,,1.5,,,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,
,,,,,,,,,,默认409,,,,当时，没领悟到她话语中的深意，给出了错误的回应——,當時，我誤會了她的意思，沒領悟到她話語中的深意，給出了錯誤的回應——,"At the time, I misunderstood her meaning, failing to grasp the depth of her words, and responded incorrectly—",私は彼女の言っている意味を誤解していた。その言葉にある真の意味を理解せず、間違った返答をしていた――,"Тогда я неверно понял, что она имела в виду, не разглядел истинный смысл, кроющийся в её словах - и дал ей неверный ответ."
,,,,,,,,,,默认410,,,,当年的我，以为她想邀请我一同私奔。,當年的我，以為她想邀請我一同私奔。,Younger me thought she was asking me to elope with her.,あの時の私は、てっきり駆け落ちを誘っているのだと思い込んでいた。,"Я был уверен, что она просто приглашает меня вместе сбежать куда-нибудь."
,,,,,,,,,,默认411,,,,但其实，她当时就在暗示——暗示想要与我殉情，一同共赴黄泉。,但其實，她當時就在暗示——暗示想要與我殉情，一同共赴黃泉。,"But in reality, she was implying—implying a lovers' suicide, our joint departure from this world.",しかし当時の彼女が暗に言っていたのは――共に果て、黄泉まで行こうという意味だったのだ。,"Но на самом деле подразумевала она иное - чтобы мы с ней совершили двойное самоубийство, вместе отправились в мир иной."
,,,,,,,,,,默认412,,,,她想死。,她想死。,She wanted to die.,彼女は死のうとしていた。,Она хотела умереть.
,,,,,,,,,,默认413,,,,想要找个人陪她一起死。,想要找個人陪她一起死。,She wanted someone to die with her.,一緒に死んでくれる者を探していた。,"И искала того, кто бы умер вместе с ней."
,,,,,,,,,,默认414,,,,她从未想过逃离扬州，只是想逃离这尘世间的一切。,她從未想過逃離揚州，只是想逃離這塵世間的一切。,She never thought of fleeing Yangzhou—only of escaping everything in this mortal world.,初めから揚州から逃げ出すつもりなどさらさらなく、この世の全てから逃げ出そうとしていたのだ。,Она не собиралась сбегать из Янчжоу - она собиралась полностью покинуть этот бренный мир.
,,方知宥,,,,,,,,默认415,,,,[……］,[……］,"""...""",「……」,"""..."""
,,林翩翩,担忧,,,,,,,默认416,,林翩翩/31_林翩翩_044,,[知宥，她从一开始，便未想过与你同生……心中所念，唯有与你共死……],[知宥，她從一開始，便未想過與你同生……心中所念，唯有與你共死……],"""Zhiyou, from the very beginning, she never intended to live with you... Her only thought was to die with you...""",「知宥……彼女は初めから、一緒に生きるつもりなんてなかったのよ……彼女が考えていたのは、あんたと共に死ぬことだけ……」,"""Чжию, она с самого начала не думала о том, чтобы с тобой вместе жить... В её сердце были мысли лишь о том, чтобы вместе с тобою умереть..."""
,,林翩翩,自嘲,,,,,,,默认417,,林翩翩/31_林翩翩_045,,[她本来是这么打算的，只是最后突然改了主意……这一点鹂儿后来整理她遗物时，也发现了能证实的线索——],[她本來是這麼打算的，只是最後突然改了主意……這一點鸝兒後來整理她遺物時，也發現了能證實的線索——],"""That was her original plan, but she abruptly changed her mind at the last moment... Li'er later discovered clues among her belongings that confirmed this...""",「もともとはそう考えてた。でも最終的に気が変わったの……これについては、鵹児が後で彼女の遺品を整理していた時に、裏付けになる証拠を見つけてるわ――」,"""Таков был её изначальный план. Но потом она вдруг переменила своё решение... Зацепку, которая могла бы послужить доказательством этому, впоследствии обнаружила Ли'эр, когда приводила в порядок вещи покойной..."""
,CharacterOff,,,,,,,,,,,,,
,,,,,,,,,,默认418,,,,林翩翩看向了鹂儿。,林翩翩看向了鸝兒。,Lin Pianpian gazed at Li'er.,翩翩が鵹児に視線を向けた。,Линь Пяньпянь посмотрела на Ли'эр.
,,方知宥,,,,,,,,默认419,,方知宥/31_方知宥_32,,[是什么线索？］,[是什麼線索？］,"""What clues?""",「証拠とは何だ？」,"""Что за зацепка?"""
,,,,,,,,,,默认420,,,,我用沙哑的声音询问着她们。,我用沙啞的聲音詢問著她們。,I asked them in a raspy voice.,かすれた声で二人に訊く。,Спросил я у них охрипшим голосом.
,,鹂儿,无奈,,,,,,,默认421,,鹂儿/31_鹂儿_07,,[怜烟小姐，其实本想送方公子一本书，书中夹了一张字条……上书一个日期，正是她欲逃出泠音阁的时辰，以及二十四桥的地点。］,[憐煙小姐，其實本想送方公子一本書，書中夾了一張字條……上書一個日期，正是她欲逃出泠音閣的時辰，以及二十四橋的地點。］,"""Lady Lianyan had originally intended to give Young Master Fang a book, with a note tucked inside... It bore a date—the very hour she planned to escape <ruby=泠音>Lingyin</ruby> Pavilion, and the location: Twenty-Four Bridges.""",「憐煙さまは方さまに本を贈ろうとしていました。その本に紙片が挟まっていて……あることが記されていました。彼女が泠音閣から逃げようと思った時と、二十四橋という場所が」,"""Госпожа Ляньянь собиралась преподнести юному вельможе Фану книгу, в которую была вложена записка... На ней была указана дата - то время, в которое она хотела бы покинуть Мелодичный павильон - а также место у Двадцать четвёртого моста."""
,,鹂儿,试探,,,,1,,,默认422,,鹂儿/31_鹂儿_08,,[那本书……是《梁祝》。］,[那本書……是《梁祝》。］,"""That book... was 'The Butterfly Lovers'.""",「そしてその本は……『梁山伯と祝英台』」,"""Книга эта... была 'Влюблённые-бабочки'."""
,,方知宥,,,,,,,,默认423,,,,[……］,[……］,"""...""",「……」,"""..."""
,,,,,,,,,,默认424,,,,鹂儿缓缓道来。,鸝兒緩緩道來。,Li'er spoke slowly.,ゆっくりと、鵹児が言った。,Медленно поведала Ли'эр.
,CharacterOff,,,,,,,,,,,,,
,,,,,,,,,,默认425,,,,听到这个消息，我身躯微微一颤，下意识地想要张口反驳，却无言以对。,聽到這個消息，我身軀微微一顫，下意識地想要張口反駁，卻無言以對。,"Hearing this news, my body trembled slightly, and I instinctively opened my mouth to refute—but found myself at a loss for words.",その話を聞き、ぴくりと体が震えた。無意識に反論しようと口をぱくぱくさせるが、言葉が出てこない。,"От услышанного моё тело накрыла мелкая дрожь. Подсознательно я желал бы опровергнуть всё это, но не находил слов."
,,,,,,,,,,默认426,,,,《梁祝》……,《梁祝》……,"""The Butterfly Lovers""...",『梁山伯と祝英台』……,"""Влюблённые-бабочки""... История двух влюблённых по имени Лян Шаньбо и Чжу Интай, заканчивающаяся их гибелью..."
,,,,,,,,,,默认427,,,,雁儿姐最终的心意——竟真的是邀我“殉情”么？,雁兒姐最終的心意——竟真的是邀我“殉情”嗎？,"Was <ruby=Swan Goose>Sister Yan</ruby>'s final wish truly to invite me to a ""love suicide""?",雁姉の最期の願いは――私を「情死」に誘うことだった？,"Таким образом последним желанием сестрички Лебёдушки действительно было пригласить меня ""воссоединиться в смерти"" с ней?"
,,,,,,,,,,默认428,,,,她从一开始便憎恶自己的出身，厌弃着这一切。,她從一開始便憎惡自己的出身，厭棄著這一切。,"From the very beginning, she had loathed her origins and despised all of this.",彼女は初めから己の出自を、全てを嫌悪していた。,"С самого начала она ненавидела своё происхождение, презирала всё это."
,,,,,,,,,,默认429,,,,正因真相如此，林翩翩这些年来才守口如瓶，没有将真相告诉我。,正因真相如此，林翩翩這些年來才守口如瓶，沒有將真相告訴我。,"This is precisely why Lin Pianpian has kept silent all these years, never revealing the truth to me.",この真実があったからこそ、林翩翩は長らく口を閉ざし、私に伝えようとしなかったのだ。,"Именно из-за того, что правда была такой, Линь Пяньпянь все эти годы хранила молчание, не раскрывая её мне."
,,,,,,,,,,默认430,,,,若我未经历扬州城的这番劫难，若我尚未对“死亡”麻木……或许真会一时冲动，因这真相而萌生死志——只为赴那场迟来的殉情之约。,若我未經歷揚州城的這番劫難，若我尚未對“死亡”麻木……或許真會一時衝動，因這真相而萌生死志——只為赴那場遲來的殉情之約。,"Had I not endured the calamity in Yangzhou City, had I not grown numb to ""death""... I might have acted on impulse, driven by this truth to seek death—just to fulfill that long-overdue pact of shared demise.",もしも揚州でのこの災難を経験していなければ、もしも「死」にこれほど感情が麻痺していなければ……この真実を聞いて一時の衝動で死を考えるかもしれない――遅れてしまった情死の約束を果たすために。,"И если бы я не пережил этот кошмар в Янчжоу, если бы я всё ещё не был бесчувственным к понятию ""смерти""... возможно, я действительно мог бы, узнав правду, под влиянием эмоций быть побуждён к мысли о смерти - просто чтобы выполнить то давнее обещание ""вместе умереть""."
,,,,,,,,,,默认431,,,,……,……,...,……,...
,,,,,,,,,,默认432,,,,这便是真相。,這便是真相。,This is the truth.,これが、真実だ。,Вот такой оказалась правда.
,,,,,,,,,,默认433,,,,雁儿姐……不，苏怜烟。,雁兒姐……不，蘇憐煙。,"<ruby=Swan Goose>Sister Yan</ruby>... no, Su Lianyan.",雁姉……いや、蘇憐煙。,"Сестричка Лебёдушка... Нет, Су Ляньянь."
,,,,,,,,,,默认434,,,,幼时她便很孤独，常是形单影只，始终都是一个人。,幼時她便很孤獨，常是形單影隻，始終都是一個人。,"Even as a child, she was lonely, often solitary, always alone.",幼い頃の彼女は孤独だった。いつも一人ぼっちで、どこまでも独りぼっちだった。,"С самого детства она была совершенно одинока, всеми покинута - вечно предоставлена сама себе."
,,,,,,,,,,默认435,,,,成年后，也不知是何时……她知道自己身患绝症，时日无多，便心存死志。,成年後，也不知是何時……她知道自己身患絕症，時日無多，便心存死志。,"As an adult, at some unknown time... she learned she was terminally ill, with little time left, and resolved to die.",大人になっていつからか……彼女は病を患ったことを知り、残された時間を考え、死へと心が傾いていった。,"Через какое-то время после совершеннолетия... она узнала о том, что страдает неизлечимым недугом, что времени ей осталось мало - и решила сама покончить с этим."
,,,,,,,,,,默认436,,,,她接近我，或许是因为我们曾在年少时相遇……也算是可以言说心事的亲近之人。,她接近我，或許是因為我們曾在年少時相遇……也算是可以言說心事的親近之人。,"She drew near to me, perhaps because we had met in our youth... someone intimate enough to confide in.",私に近付いたのも、少年時代の出会いがあったからなのかもしれない……心中を吐露できる、数少ない親しい者として。,"Она сблизилась со мной, возможно, потому, что мы были знакомы с детства... и я был для неё близким человеком, способным её понять."
,,,,,,,,,,默认437,,,,但也或许……是因为她知道我也早失双亲，与伯父伯母关系不和，大抵也是厌世之人。,但也或許……是因為她知道我也早失雙親，與伯父伯母關係不和，大抵也是厭世之人。,"But perhaps... it was because she knew I too had lost both parents young, had a strained relationship with my uncle and aunt, and was likely world-weary.",だが、あるいは……私も両親を早くに亡くし、叔父や叔母とも不仲な、厭世の者だとわかっていたからである可能性も否めない。,"Но возможно... и потому, что она знала: родителей у меня нет, с дядей и тётей отношения были плохие - и, может статься, я был в целом уставшим от этого мира."
,,,,,,,,,,默认438,,,,她考察着我，试探着我，最终本想与我一同殉情。,她考察著我，試探著我，最終本想與我一同殉情。,"She studied me, probed me, and in the end wished for us to commit lovers' suicide together.",いずれにせよ、彼女は私を観察し、心の内を探り、最終的に一緒に情死をしようと考えた。,"Она наблюдала за мной, проверяла меня, в конечном итоге намереваясь совершить со мной ""двойное самоубийство влюблённых""."
,,,,,,,,,,默认439,,,,那么，最后呢——,那麼，最後呢——,"So then, in the end—",それで、結局――,Но в конце концов -
,,,,,,,,,,默认440,,,,她是反悔了，还是来不及？,她是反悔了，還是來不及？,"Did she have regrets, or simply run out of time?",彼女は気が変わったのか、それとも間に合わなかったのか。,Она передумала или у неё уже просто не оставалось времени?
